GeneID	resource	identifier
1	MIM	138670
1	HGNC	HGNC:5
1	Ensembl	ENSG00000121410
1	HPRD	00726
1	Vega	OTTHUMG00000183507
2	MIM	103950
2	HGNC	HGNC:7
2	Ensembl	ENSG00000175899
2	HPRD	00072
2	Vega	OTTHUMG00000150267
3	HGNC	HGNC:8
3	Ensembl	ENSG00000256069
9	MIM	108345
9	HGNC	HGNC:7645
9	Ensembl	ENSG00000171428
9	HPRD	00149
9	Vega	OTTHUMG00000097001
10	MIM	612182
10	HGNC	HGNC:7646
10	Ensembl	ENSG00000156006
10	HPRD	02000
10	Vega	OTTHUMG00000130826
11	HGNC	HGNC:15
12	MIM	107280
12	HGNC	HGNC:16
12	Ensembl	ENSG00000196136
12	Ensembl	ENSG00000273259
12	HPRD	00120
12	Vega	OTTHUMG00000029851
13	MIM	600338
13	HGNC	HGNC:17
13	Ensembl	ENSG00000114771
13	HPRD	02640
13	Vega	OTTHUMG00000159876
14	MIM	603488
14	HGNC	HGNC:18
14	Ensembl	ENSG00000127837
14	HPRD	04600
14	Vega	OTTHUMG00000155202
15	MIM	600950
15	HGNC	HGNC:19
15	Ensembl	ENSG00000129673
15	HPRD	02974
15	Vega	OTTHUMG00000180179
16	MIM	601065
16	HGNC	HGNC:20
16	Ensembl	ENSG00000090861
16	HPRD	03042
16	Vega	OTTHUMG00000177042
17	MIM	102699
17	HGNC	HGNC:22
18	MIM	137150
18	HGNC	HGNC:23
18	Ensembl	ENSG00000183044
18	HPRD	00661
18	Vega	OTTHUMG00000048201
19	MIM	600046
19	HGNC	HGNC:29
19	Ensembl	ENSG00000165029
19	HPRD	02501
19	Vega	OTTHUMG00000020417
20	MIM	600047
20	HGNC	HGNC:32
20	Ensembl	ENSG00000107331
20	HPRD	08967
20	Vega	OTTHUMG00000020958
21	MIM	601615
21	HGNC	HGNC:33
21	Ensembl	ENSG00000167972
21	HPRD	03369
21	Vega	OTTHUMG00000128845
22	MIM	300135
22	HGNC	HGNC:48
22	Ensembl	ENSG00000131269
22	HPRD	02137
22	Vega	OTTHUMG00000021862
23	MIM	603429
23	HGNC	HGNC:70
23	Ensembl	ENSG00000204574
23	HPRD	09139
23	Vega	OTTHUMG00000031094
24	MIM	601691
24	HGNC	HGNC:34
24	Ensembl	ENSG00000198691
24	HPRD	03408
24	Vega	OTTHUMG00000010622
25	MIM	189980
25	HGNC	HGNC:76
25	Ensembl	ENSG00000097007
25	HPRD	01809
25	Vega	OTTHUMG00000020813
26	MIM	104610
26	HGNC	HGNC:80
26	Ensembl	ENSG00000002726
26	HPRD	00088
26	Vega	OTTHUMG00000158306
27	MIM	164690
27	HGNC	HGNC:77
27	Ensembl	ENSG00000143322
27	HPRD	01259
27	Vega	OTTHUMG00000035199
28	MIM	110300
28	HGNC	HGNC:79
28	Ensembl	ENSG00000175164
28	HPRD	05821
29	MIM	600365
29	HGNC	HGNC:81
29	Ensembl	ENSG00000159842
29	HPRD	02649
29	Vega	OTTHUMG00000090313
30	MIM	604054
30	HGNC	HGNC:82
30	Ensembl	ENSG00000060971
30	HPRD	06815
30	Vega	OTTHUMG00000131087
31	MIM	200350
31	HGNC	HGNC:84
31	Ensembl	ENSG00000278540
31	HPRD	01938
31	Vega	OTTHUMG00000188463
32	MIM	601557
32	HGNC	HGNC:85
32	Ensembl	ENSG00000076555
32	HPRD	07044
32	Vega	OTTHUMG00000169250
33	MIM	609576
33	HGNC	HGNC:88
33	Ensembl	ENSG00000115361
33	HPRD	01939
33	Vega	OTTHUMG00000132989
34	MIM	607008
34	HGNC	HGNC:89
34	Ensembl	ENSG00000117054
34	HPRD	08447
34	Vega	OTTHUMG00000009784
35	MIM	606885
35	HGNC	HGNC:90
35	Ensembl	ENSG00000122971
35	HPRD	06053
35	Vega	OTTHUMG00000169203
36	MIM	600301
36	HGNC	HGNC:91
36	Ensembl	ENSG00000196177
36	HPRD	02626
36	Vega	OTTHUMG00000019200
37	MIM	609575
37	HGNC	HGNC:92
37	Ensembl	ENSG00000072778
37	HPRD	01940
37	Vega	OTTHUMG00000102157
38	MIM	607809
38	HGNC	HGNC:93
38	Ensembl	ENSG00000075239
38	HPRD	01946
38	Vega	OTTHUMG00000166381
39	MIM	100678
39	HGNC	HGNC:94
39	HPRD	00006
40	MIM	601784
40	HGNC	HGNC:99
40	Ensembl	ENSG00000108684
40	HPRD	03471
40	Vega	OTTHUMG00000132885
41	MIM	602866
41	HGNC	HGNC:100
41	Ensembl	ENSG00000110881
41	HPRD	04182
41	Vega	OTTHUMG00000169812
43	MIM	100740
43	HGNC	HGNC:108
43	Ensembl	ENSG00000087085
43	HPRD	00010
43	Vega	OTTHUMG00000157033
46	MIM	200990
46	HGNC	HGNC:114
47	MIM	108728
47	HGNC	HGNC:115
47	Ensembl	ENSG00000131473
47	HPRD	00155
47	Vega	OTTHUMG00000133507
48	MIM	100880
48	HGNC	HGNC:117
48	Ensembl	ENSG00000122729
48	HPRD	00013
48	Vega	OTTHUMG00000019740
49	MIM	102480
49	HGNC	HGNC:126
49	Ensembl	ENSG00000100312
49	HPRD	06342
49	Vega	OTTHUMG00000150155
50	MIM	100850
50	HGNC	HGNC:118
50	Ensembl	ENSG00000100412
50	HPRD	00012
50	Vega	OTTHUMG00000030544
51	MIM	609751
51	HGNC	HGNC:119
51	Ensembl	ENSG00000161533
51	HPRD	02030
51	Vega	OTTHUMG00000180027
52	MIM	171500
52	HGNC	HGNC:122
52	Ensembl	ENSG00000143727
52	HPRD	08881
52	Vega	OTTHUMG00000086933
53	MIM	171650
53	HGNC	HGNC:123
53	Ensembl	ENSG00000134575
53	HPRD	01375
53	Vega	OTTHUMG00000166949
54	MIM	171640
54	HGNC	HGNC:124
54	Ensembl	ENSG00000102575
54	HPRD	01374
54	Vega	OTTHUMG00000182036
55	MIM	171790
55	HGNC	HGNC:125
55	Ensembl	ENSG00000014257
55	HPRD	01378
55	Vega	OTTHUMG00000159650
56	MIM	102525
56	HGNC	HGNC:127
56	Ensembl	ENSG00000134940
56	HPRD	00014
56	Vega	OTTHUMG00000165854
58	MIM	102610
58	HGNC	HGNC:129
58	Ensembl	ENSG00000143632
58	HPRD	00030
58	Vega	OTTHUMG00000038006
59	MIM	102620
59	HGNC	HGNC:130
59	Ensembl	ENSG00000107796
59	HPRD	00031
59	Vega	OTTHUMG00000018700
60	MIM	102630
60	HGNC	HGNC:132
60	Ensembl	ENSG00000075624
60	HPRD	00032
60	Vega	OTTHUMG00000023268
62	HGNC	HGNC:135
63	HGNC	HGNC:136
64	HGNC	HGNC:137
66	HGNC	HGNC:139
67	HGNC	HGNC:140
68	HGNC	HGNC:141
69	HGNC	HGNC:142
70	MIM	102540
70	HGNC	HGNC:143
70	Ensembl	ENSG00000159251
70	HPRD	00015
70	Vega	OTTHUMG00000129675
71	MIM	102560
71	HGNC	HGNC:144
71	Ensembl	ENSG00000184009
71	HPRD	00017
71	Vega	OTTHUMG00000177955
72	MIM	102545
72	HGNC	HGNC:145
72	Ensembl	ENSG00000163017
72	HPRD	00016
72	Vega	OTTHUMG00000129813
73	HGNC	HGNC:146
74	HGNC	HGNC:147
75	HGNC	HGNC:148
78	HGNC	HGNC:151
79	HGNC	HGNC:152
80	HGNC	HGNC:153
81	MIM	604638
81	HGNC	HGNC:166
81	HPRD	05222
82	HGNC	HGNC:154
83	HGNC	HGNC:155
86	MIM	604958
86	HGNC	HGNC:24124
86	Ensembl	ENSG00000136518
86	HPRD	05389
86	Vega	OTTHUMG00000157782
87	MIM	102575
87	HGNC	HGNC:163
87	Ensembl	ENSG00000072110
87	HPRD	00020
87	Vega	OTTHUMG00000171386
88	MIM	102573
88	HGNC	HGNC:164
88	Ensembl	ENSG00000077522
88	HPRD	00019
88	Vega	OTTHUMG00000040059
89	MIM	102574
89	HGNC	HGNC:165
89	Ensembl	ENSG00000248746
89	HPRD	02148
89	Vega	OTTHUMG00000160815
90	MIM	102576
90	HGNC	HGNC:171
90	Ensembl	ENSG00000115170
90	HPRD	00021
90	Vega	OTTHUMG00000131967
91	MIM	601300
91	HGNC	HGNC:172
91	Ensembl	ENSG00000135503
91	HPRD	03193
91	Vega	OTTHUMG00000167920
92	MIM	102581
92	HGNC	HGNC:173
92	Ensembl	ENSG00000121989
92	HPRD	00025
92	Vega	OTTHUMG00000150603
93	MIM	602730
93	HGNC	HGNC:174
93	Ensembl	ENSG00000114739
93	HPRD	04106
93	Vega	OTTHUMG00000131291
94	MIM	601284
94	HGNC	HGNC:175
94	Ensembl	ENSG00000139567
94	HPRD	03181
94	Vega	OTTHUMG00000169507
95	MIM	104620
95	HGNC	HGNC:177
95	Ensembl	ENSG00000114786
95	Ensembl	ENSG00000243989
95	HPRD	00092
95	Vega	OTTHUMG00000157815
95	Vega	OTTHUMG00000166447
97	MIM	600875
97	HGNC	HGNC:179
97	Ensembl	ENSG00000119640
97	HPRD	02928
97	Vega	OTTHUMG00000171767
98	MIM	102595
98	HGNC	HGNC:180
98	Ensembl	ENSG00000170634
98	HPRD	00028
98	Vega	OTTHUMG00000129287
100	MIM	608958
100	HGNC	HGNC:186
100	Ensembl	ENSG00000196839
100	HPRD	00038
100	Vega	OTTHUMG00000033081
101	MIM	602267
101	HGNC	HGNC:215
101	Ensembl	ENSG00000151651
101	HPRD	03777
101	Vega	OTTHUMG00000019309
102	MIM	602192
102	HGNC	HGNC:188
102	HPRD	03723
103	MIM	146920
103	HGNC	HGNC:225
103	Ensembl	ENSG00000160710
103	HPRD	07528
103	Vega	OTTHUMG00000037261
104	MIM	601218
104	HGNC	HGNC:226
104	Ensembl	ENSG00000197381
104	HPRD	06777
104	Vega	OTTHUMG00000090295
105	MIM	602065
105	HGNC	HGNC:227
105	Ensembl	ENSG00000185736
105	HPRD	09070
105	Vega	OTTHUMG00000017543
106	HGNC	HGNC:229
107	MIM	103072
107	HGNC	HGNC:232
107	Ensembl	ENSG00000164742
107	HPRD	00053
107	Vega	OTTHUMG00000155420
108	MIM	103071
108	HGNC	HGNC:233
108	Ensembl	ENSG00000078295
108	HPRD	00052
108	Vega	OTTHUMG00000090476
109	MIM	600291
109	HGNC	HGNC:234
109	Ensembl	ENSG00000138031
109	HPRD	02620
109	Vega	OTTHUMG00000094765
111	MIM	600293
111	HGNC	HGNC:236
111	Ensembl	ENSG00000173175
111	HPRD	08973
111	Vega	OTTHUMG00000159517
112	MIM	600294
112	HGNC	HGNC:237
112	Ensembl	ENSG00000174233
112	HPRD	02621
112	Vega	OTTHUMG00000170396
113	MIM	600385
113	HGNC	HGNC:238
113	Ensembl	ENSG00000121281
113	HPRD	02663
113	Vega	OTTHUMG00000133172
114	MIM	103070
114	HGNC	HGNC:239
114	Ensembl	ENSG00000155897
114	HPRD	00051
114	Vega	OTTHUMG00000164756
115	MIM	603302
115	HGNC	HGNC:240
115	Ensembl	ENSG00000162104
115	HPRD	04489
115	Vega	OTTHUMG00000177612
116	MIM	102980
116	HGNC	HGNC:241
116	Ensembl	ENSG00000141433
116	HPRD	02369
116	Vega	OTTHUMG00000131479
117	MIM	102981
117	HGNC	HGNC:242
117	Ensembl	ENSG00000078549
117	HPRD	00045
117	Vega	OTTHUMG00000023884
118	MIM	102680
118	HGNC	HGNC:243
118	Ensembl	ENSG00000087274
118	HPRD	00036
118	Vega	OTTHUMG00000122080
119	MIM	102681
119	HGNC	HGNC:244
119	Ensembl	ENSG00000075340
119	HPRD	00037
119	Vega	OTTHUMG00000129710
120	MIM	601568
120	HGNC	HGNC:245
120	Ensembl	ENSG00000148700
120	HPRD	03339
120	Vega	OTTHUMG00000019032
122	MIM	300700
122	HGNC	HGNC:247
123	MIM	103195
123	HGNC	HGNC:248
123	Ensembl	ENSG00000147872
123	HPRD	00057
123	Vega	OTTHUMG00000019624
124	MIM	103700
124	HGNC	HGNC:249
124	Ensembl	ENSG00000187758
124	HPRD	00063
124	Vega	OTTHUMG00000131026
125	MIM	103720
125	HGNC	HGNC:250
125	Ensembl	ENSG00000196616
125	HPRD	00065
126	MIM	103730
126	HGNC	HGNC:251
126	Ensembl	ENSG00000248144
126	HPRD	00066
126	Vega	OTTHUMG00000161422
127	MIM	103740
127	HGNC	HGNC:252
127	Ensembl	ENSG00000198099
127	HPRD	00068
127	Vega	OTTHUMG00000161227
128	MIM	103710
128	HGNC	HGNC:253
128	Ensembl	ENSG00000197894
128	HPRD	00064
128	Vega	OTTHUMG00000161230
130	MIM	103735
130	HGNC	HGNC:255
130	Ensembl	ENSG00000172955
130	HPRD	00067
130	Vega	OTTHUMG00000131024
131	MIM	600086
131	HGNC	HGNC:256
131	Ensembl	ENSG00000196344
131	HPRD	02515
131	Vega	OTTHUMG00000159318
132	MIM	102750
132	HGNC	HGNC:257
132	Ensembl	ENSG00000156110
132	HPRD	00039
132	Vega	OTTHUMG00000018506
133	MIM	103275
133	HGNC	HGNC:259
133	Ensembl	ENSG00000148926
133	HPRD	00061
133	Vega	OTTHUMG00000165907
134	MIM	102775
134	HGNC	HGNC:262
134	Ensembl	ENSG00000163485
134	HPRD	00042
134	Vega	OTTHUMG00000042125
135	MIM	102776
135	HGNC	HGNC:263
135	Ensembl	ENSG00000128271
135	HPRD	00043
135	Vega	OTTHUMG00000150761
136	MIM	600446
136	HGNC	HGNC:264
136	Ensembl	ENSG00000170425
136	HPRD	15971
136	Vega	OTTHUMG00000059140
137	HGNC	HGNC:265
140	MIM	600445
140	HGNC	HGNC:268
140	Ensembl	ENSG00000121933
140	HPRD	08984
140	HPRD	12424
140	Vega	OTTHUMG00000011957
141	MIM	603081
141	HGNC	HGNC:269
141	Ensembl	ENSG00000144843
141	HPRD	04359
141	Vega	OTTHUMG00000159420
142	MIM	173870
142	HGNC	HGNC:270
142	Ensembl	ENSG00000143799
142	HPRD	01435
142	Vega	OTTHUMG00000037556
143	MIM	607519
143	HGNC	HGNC:271
143	Ensembl	ENSG00000102699
143	HPRD	09598
143	Vega	OTTHUMG00000016582
144	HGNC	HGNC:275
145	HGNC	HGNC:276
146	MIM	104219
146	HGNC	HGNC:280
146	Ensembl	ENSG00000171873
146	HPRD	00079
146	Vega	OTTHUMG00000031779
147	MIM	104220
147	HGNC	HGNC:278
147	HPRD	00080
148	MIM	104221
148	HGNC	HGNC:277
148	Ensembl	ENSG00000120907
148	HPRD	00081
148	Vega	OTTHUMG00000099459
150	MIM	104210
150	HGNC	HGNC:281
150	Ensembl	ENSG00000150594
150	HPRD	00078
150	Vega	OTTHUMG00000019050
151	MIM	104260
151	HGNC	HGNC:282
151	Ensembl	ENSG00000274286
151	HPRD	00086
151	Vega	OTTHUMG00000188276
152	MIM	104250
152	HGNC	HGNC:283
152	Ensembl	ENSG00000184160
152	HPRD	00085
152	Vega	OTTHUMG00000159830
153	MIM	109630
153	HGNC	HGNC:285
153	Ensembl	ENSG00000043591
153	HPRD	00181
153	Vega	OTTHUMG00000019079
154	MIM	109690
154	HGNC	HGNC:286
154	HPRD	00187
155	MIM	109691
155	HGNC	HGNC:288
155	Ensembl	ENSG00000188778
155	HPRD	00188
155	Vega	OTTHUMG00000164028
156	MIM	109635
156	HGNC	HGNC:289
156	Ensembl	ENSG00000173020
156	HPRD	00182
156	Vega	OTTHUMG00000167104
157	MIM	109636
157	HGNC	HGNC:290
157	Ensembl	ENSG00000100077
157	HPRD	00183
157	Vega	OTTHUMG00000150280
158	MIM	608222
158	HGNC	HGNC:291
158	Ensembl	ENSG00000239900
158	HPRD	00049
158	Vega	OTTHUMG00000166425
159	MIM	103060
159	HGNC	HGNC:292
159	Ensembl	ENSG00000035687
159	HPRD	00050
159	Vega	OTTHUMG00000040102
160	MIM	601026
160	HGNC	HGNC:561
160	Ensembl	ENSG00000196961
160	HPRD	03016
160	Vega	OTTHUMG00000183253
161	MIM	607242
161	HGNC	HGNC:562
161	Ensembl	ENSG00000183020
161	HPRD	06256
161	Vega	OTTHUMG00000165627
162	MIM	600157
162	HGNC	HGNC:554
162	Ensembl	ENSG00000100280
162	HPRD	02541
162	Vega	OTTHUMG00000151109
163	MIM	601025
163	HGNC	HGNC:563
163	Ensembl	ENSG00000006125
163	HPRD	03015
163	Vega	OTTHUMG00000179924
164	MIM	603533
164	HGNC	HGNC:555
164	Ensembl	ENSG00000166747
164	HPRD	04637
164	Vega	OTTHUMG00000176871
165	MIM	602981
165	HGNC	HGNC:303
165	Ensembl	ENSG00000106624
165	HPRD	04281
165	Vega	OTTHUMG00000023362
166	MIM	600188
166	HGNC	HGNC:307
166	Ensembl	ENSG00000104964
166	HPRD	02556
166	Vega	OTTHUMG00000180567
167	MIM	601193
167	HGNC	HGNC:304
167	Ensembl	ENSG00000124812
167	HPRD	03118
167	Vega	OTTHUMG00000014827
169	MIM	116950
169	HGNC	HGNC:309
170	MIM	106250
170	HGNC	HGNC:310
171	MIM	154400
171	HGNC	HGNC:312
172	MIM	603020
172	HGNC	HGNC:314
172	Ensembl	ENSG00000223959
172	HPRD	04315
173	MIM	104145
173	HGNC	HGNC:316
173	Ensembl	ENSG00000079557
173	HPRD	00073
173	Vega	OTTHUMG00000130004
174	MIM	104150
174	HGNC	HGNC:317
174	Ensembl	ENSG00000081051
174	HPRD	00074
174	Vega	OTTHUMG00000130011
175	MIM	613228
175	HGNC	HGNC:318
175	Ensembl	ENSG00000038002
175	HPRD	01949
175	Vega	OTTHUMG00000160723
176	MIM	155760
176	HGNC	HGNC:319
176	Ensembl	ENSG00000157766
176	HPRD	01123
176	Vega	OTTHUMG00000171989
177	MIM	600214
177	HGNC	HGNC:320
177	Ensembl	ENSG00000204305
177	HPRD	02568
177	Vega	OTTHUMG00000031120
178	MIM	610860
178	HGNC	HGNC:321
178	Ensembl	ENSG00000162688
178	HPRD	01984
178	Vega	OTTHUMG00000010803
179	MIM	300310
179	HGNC	HGNC:323
181	MIM	602311
181	HGNC	HGNC:330
181	Ensembl	ENSG00000159723
181	HPRD	09079
181	Vega	OTTHUMG00000137509
182	MIM	601920
182	HGNC	HGNC:6188
182	Ensembl	ENSG00000101384
182	HPRD	03562
182	Vega	OTTHUMG00000031872
183	MIM	106150
183	HGNC	HGNC:333
183	Ensembl	ENSG00000135744
183	HPRD	00106
183	Vega	OTTHUMG00000037757
185	MIM	106165
185	HGNC	HGNC:336
185	Ensembl	ENSG00000144891
185	HPRD	00107
185	Vega	OTTHUMG00000159503
186	MIM	300034
186	HGNC	HGNC:338
186	Ensembl	ENSG00000180772
186	HPRD	02071
186	Vega	OTTHUMG00000022243
187	MIM	600052
187	HGNC	HGNC:339
187	Ensembl	ENSG00000134817
187	HPRD	02503
187	Vega	OTTHUMG00000167021
189	MIM	604285
189	HGNC	HGNC:341
189	Ensembl	ENSG00000172482
189	HPRD	05048
189	Vega	OTTHUMG00000133354
190	MIM	300473
190	HGNC	HGNC:7960
190	HPRD	08362
191	MIM	180960
191	HGNC	HGNC:343
191	Ensembl	ENSG00000101444
191	HPRD	01621
191	Vega	OTTHUMG00000140098
192	MIM	304050
192	HGNC	HGNC:350
196	MIM	600253
196	HGNC	HGNC:348
196	Ensembl	ENSG00000106546
196	HPRD	02596
196	Vega	OTTHUMG00000149967
197	MIM	138680
197	HGNC	HGNC:349
197	Ensembl	ENSG00000145192
197	HPRD	00727
197	Vega	OTTHUMG00000156605
199	MIM	601833
199	HGNC	HGNC:352
199	Ensembl	ENSG00000204472
199	HPRD	03496
199	Vega	OTTHUMG00000031246
201	MIM	301201
201	HGNC	HGNC:355
202	MIM	601797
202	HGNC	HGNC:356
202	Ensembl	ENSG00000112297
202	HPRD	18576
202	Vega	OTTHUMG00000015302
203	MIM	103000
203	HGNC	HGNC:361
203	Ensembl	ENSG00000106992
203	HPRD	00046
203	Vega	OTTHUMG00000020722
204	MIM	103020
204	HGNC	HGNC:362
204	Ensembl	ENSG00000004455
204	HPRD	00047
204	Vega	OTTHUMG00000004131
205	MIM	103030
205	HGNC	HGNC:363
205	Ensembl	ENSG00000162433
205	HPRD	00048
205	Vega	OTTHUMG00000009033
206	HGNC	HGNC:364
207	MIM	164730
207	HGNC	HGNC:391
207	Ensembl	ENSG00000142208
207	HPRD	01261
207	Vega	OTTHUMG00000170795
208	MIM	164731
208	HGNC	HGNC:392
208	Ensembl	ENSG00000105221
208	HPRD	01262
208	Vega	OTTHUMG00000137375
210	MIM	125270
210	HGNC	HGNC:395
210	Ensembl	ENSG00000148218
210	HPRD	00504
210	Vega	OTTHUMG00000020522
211	MIM	125290
211	HGNC	HGNC:396
211	Ensembl	ENSG00000023330
211	HPRD	00505
211	Vega	OTTHUMG00000158108
212	MIM	301300
212	HGNC	HGNC:397
212	Ensembl	ENSG00000158578
212	HPRD	02356
212	Vega	OTTHUMG00000021641
213	MIM	103600
213	HGNC	HGNC:399
213	Ensembl	ENSG00000163631
213	HPRD	00062
213	Vega	OTTHUMG00000129919
214	MIM	601662
214	HGNC	HGNC:400
214	Ensembl	ENSG00000170017
214	HPRD	03389
214	Vega	OTTHUMG00000159192
215	MIM	300371
215	HGNC	HGNC:61
215	Ensembl	ENSG00000101986
215	HPRD	02300
215	Vega	OTTHUMG00000024215
216	MIM	100640
216	HGNC	HGNC:402
216	Ensembl	ENSG00000165092
216	HPRD	00001
216	Vega	OTTHUMG00000020019
217	MIM	100650
217	HGNC	HGNC:404
217	Ensembl	ENSG00000111275
217	HPRD	00003
217	Vega	OTTHUMG00000169603
218	MIM	100660
218	HGNC	HGNC:405
218	Ensembl	ENSG00000108602
218	HPRD	00004
218	Vega	OTTHUMG00000059469
219	MIM	100670
219	HGNC	HGNC:407
219	Ensembl	ENSG00000137124
219	HPRD	00005
219	Vega	OTTHUMG00000019938
220	MIM	600463
220	HGNC	HGNC:409
220	Ensembl	ENSG00000184254
220	HPRD	02713
220	Vega	OTTHUMG00000186439
221	MIM	600466
221	HGNC	HGNC:410
221	Ensembl	ENSG00000006534
221	HPRD	02716
221	Vega	OTTHUMG00000154910
222	MIM	601917
222	HGNC	HGNC:411
222	Ensembl	ENSG00000132746
222	HPRD	03559
222	Vega	OTTHUMG00000167284
223	MIM	602733
223	HGNC	HGNC:412
223	Ensembl	ENSG00000143149
223	HPRD	04109
223	Vega	OTTHUMG00000034677
224	MIM	609523
224	HGNC	HGNC:403
224	Ensembl	ENSG00000072210
224	HPRD	07188
224	Vega	OTTHUMG00000059471
225	MIM	601081
225	HGNC	HGNC:66
225	Ensembl	ENSG00000173208
225	HPRD	03051
225	Vega	OTTHUMG00000169337
226	MIM	103850
226	HGNC	HGNC:414
226	Ensembl	ENSG00000149925
226	HPRD	00070
226	Vega	OTTHUMG00000132107
228	HGNC	HGNC:416
229	MIM	612724
229	HGNC	HGNC:417
229	Ensembl	ENSG00000136872
229	HPRD	01972
229	Vega	OTTHUMG00000020378
230	MIM	103870
230	HGNC	HGNC:418
230	Ensembl	ENSG00000109107
230	HPRD	02386
230	Vega	OTTHUMG00000132605
231	MIM	103880
231	HGNC	HGNC:381
231	Ensembl	ENSG00000085662
231	HPRD	00071
231	Vega	OTTHUMG00000155322
236	HGNC	HGNC:425
238	MIM	105590
238	HGNC	HGNC:427
238	Ensembl	ENSG00000171094
238	HPRD	00104
238	Vega	OTTHUMG00000152034
239	MIM	152391
239	HGNC	HGNC:429
239	Ensembl	ENSG00000108839
239	HPRD	01066
239	Vega	OTTHUMG00000102088
240	MIM	152390
240	HGNC	HGNC:435
240	Ensembl	ENSG00000012779
240	HPRD	01065
240	Vega	OTTHUMG00000018081
241	MIM	603700
241	HGNC	HGNC:436
241	Ensembl	ENSG00000132965
241	HPRD	04742
241	Vega	OTTHUMG00000016677
242	MIM	603741
242	HGNC	HGNC:430
242	Ensembl	ENSG00000179477
242	HPRD	04772
242	Vega	OTTHUMG00000108180
243	HGNC	HGNC:431
245	HGNC	HGNC:432
245	Ensembl	ENSG00000262943
246	MIM	152392
246	HGNC	HGNC:433
246	Ensembl	ENSG00000161905
246	HPRD	01067
246	Vega	OTTHUMG00000090746
247	MIM	603697
247	HGNC	HGNC:434
247	Ensembl	ENSG00000179593
247	HPRD	04739
247	Vega	OTTHUMG00000108181
248	MIM	171740
248	HGNC	HGNC:437
248	HPRD	01376
249	MIM	171760
249	HGNC	HGNC:438
249	Ensembl	ENSG00000162551
249	HPRD	01377
249	Vega	OTTHUMG00000002949
250	MIM	171800
250	HGNC	HGNC:439
250	Ensembl	ENSG00000163283
250	Vega	OTTHUMG00000133255
251	MIM	171810
251	HGNC	HGNC:441
251	Ensembl	ENSG00000163286
251	HPRD	01380
251	Vega	OTTHUMG00000133257
253	MIM	606640
253	HGNC	HGNC:444
255	MIM	602099
255	HGNC	HGNC:446
257	MIM	606014
257	HGNC	HGNC:449
257	HPRD	16190
258	MIM	601259
258	HGNC	HGNC:452
258	Ensembl	ENSG00000178522
258	HPRD	03160
258	Vega	OTTHUMG00000129913
259	MIM	176870
259	HGNC	HGNC:453
259	Ensembl	ENSG00000106927
259	HPRD	01467
259	Vega	OTTHUMG00000020534
261	MIM	208100
261	HGNC	HGNC:456
262	MIM	180980
262	HGNC	HGNC:457
262	Ensembl	ENSG00000123505
262	HPRD	01622
262	Vega	OTTHUMG00000015369
263	HGNC	HGNC:460
265	MIM	300391
265	HGNC	HGNC:461
265	Ensembl	ENSG00000125363
265	HPRD	02313
265	Vega	OTTHUMG00000021130
266	MIM	410000
266	HGNC	HGNC:462
266	Ensembl	ENSG00000099721
266	HPRD	02462
266	Vega	OTTHUMG00000035297
267	MIM	603243
267	HGNC	HGNC:463
267	Ensembl	ENSG00000159461
267	HPRD	09130
267	Vega	OTTHUMG00000133239
268	MIM	600957
268	HGNC	HGNC:464
268	Ensembl	ENSG00000104899
268	HPRD	02979
268	Vega	OTTHUMG00000180415
269	MIM	600956
269	HGNC	HGNC:465
269	Ensembl	ENSG00000135409
269	HPRD	02978
269	Vega	OTTHUMG00000170048
270	MIM	102770
270	HGNC	HGNC:468
270	Ensembl	ENSG00000116748
270	HPRD	00040
270	Vega	OTTHUMG00000011892
271	MIM	102771
271	HGNC	HGNC:469
271	Ensembl	ENSG00000116337
271	HPRD	11808
271	Vega	OTTHUMG00000011649
272	MIM	102772
272	HGNC	HGNC:470
272	Ensembl	ENSG00000133805
272	HPRD	00041
272	Vega	OTTHUMG00000165682
273	MIM	600418
273	HGNC	HGNC:471
273	Ensembl	ENSG00000078053
273	HPRD	02687
273	Vega	OTTHUMG00000023725
274	MIM	601248
274	HGNC	HGNC:1052
274	Ensembl	ENSG00000136717
274	HPRD	03150
274	Vega	OTTHUMG00000131465
275	MIM	238310
275	HGNC	HGNC:473
275	Ensembl	ENSG00000145020
275	HPRD	01997
275	Vega	OTTHUMG00000156847
276	MIM	104700
276	HGNC	HGNC:474
276	Ensembl	ENSG00000237763
276	HPRD	00096
276	Vega	OTTHUMG00000011020
277	MIM	104701
277	HGNC	HGNC:475
277	Ensembl	ENSG00000174876
277	HPRD	18510
277	Vega	OTTHUMG00000011021
278	MIM	104702
278	HGNC	HGNC:476
278	Ensembl	ENSG00000187733
278	HPRD	15911
278	Vega	OTTHUMG00000011045
279	MIM	104650
279	HGNC	HGNC:477
279	Ensembl	ENSG00000243480
279	HPRD	00094
279	Vega	OTTHUMG00000011023
280	MIM	104660
280	HGNC	HGNC:478
280	Ensembl	ENSG00000240038
280	HPRD	00095
280	Vega	OTTHUMG00000011024
281	HGNC	HGNC:479
282	HGNC	HGNC:482
283	MIM	105850
283	HGNC	HGNC:483
283	Ensembl	ENSG00000214274
283	HPRD	00105
283	Vega	OTTHUMG00000029576
284	MIM	601667
284	HGNC	HGNC:484
284	Ensembl	ENSG00000154188
284	HPRD	03392
284	Vega	OTTHUMG00000164812
285	MIM	601922
285	HGNC	HGNC:485
285	Ensembl	ENSG00000091879
285	HPRD	03563
285	Vega	OTTHUMG00000090365
286	MIM	612641
