GeneID	resource	identifier
64840	HPRD	06680
64840	Vega	OTTHUMG00000024116
64841	HGNC	HGNC:19980
64841	Ensembl	ENSG00000100522
64841	HPRD	17046
64841	Vega	OTTHUMG00000152334
64843	MIM	609481
64843	HGNC	HGNC:18524
64843	Ensembl	ENSG00000159556
64843	HPRD	11053
64843	Vega	OTTHUMG00000143723
64844	MIM	613334
64844	HGNC	HGNC:17393
64844	Ensembl	ENSG00000136536
64844	HPRD	09817
64847	MIM	613939
64847	HGNC	HGNC:26125
64847	Ensembl	ENSG00000006282
64847	HPRD	07961
64847	Vega	OTTHUMG00000162162
64848	HGNC	HGNC:24721
64848	Ensembl	ENSG00000047188
64848	HPRD	11690
64848	Vega	OTTHUMG00000128837
64849	MIM	606411
64849	HGNC	HGNC:14430
64849	Ensembl	ENSG00000158296
64849	HPRD	10450
64849	Vega	OTTHUMG00000033042
64850	MIM	614682
64850	HGNC	HGNC:14404
64850	Ensembl	ENSG00000164089
64850	HPRD	10639
64850	Vega	OTTHUMG00000161036
64851	MIM	605526
64852	MIM	610641
64852	HGNC	HGNC:26184
64852	Ensembl	ENSG00000149016
64852	HPRD	15226
64852	Vega	OTTHUMG00000158564
64853	MIM	612375
64853	HGNC	HGNC:25761
64853	Ensembl	ENSG00000186063
64853	HPRD	07798
64853	Vega	OTTHUMG00000037653
64854	MIM	612849
64854	HGNC	HGNC:20075
64854	Ensembl	ENSG00000109189
64854	HPRD	07507
64854	Vega	OTTHUMG00000160640
64855	MIM	614045
64855	HGNC	HGNC:25282
64855	Ensembl	ENSG00000136830
64855	HPRD	10804
64855	Vega	OTTHUMG00000020705
64856	MIM	611901
64856	HGNC	HGNC:30910
64856	Ensembl	ENSG00000179403
64856	HPRD	18292
64856	Vega	OTTHUMG00000002975
64857	MIM	611893
64857	HGNC	HGNC:29515
64857	Ensembl	ENSG00000090924
64857	HPRD	15148
64857	Vega	OTTHUMG00000152570
64858	MIM	609683
64858	HGNC	HGNC:17641
64858	Ensembl	ENSG00000118655
64858	HPRD	16785
64858	Vega	OTTHUMG00000011937
64859	MIM	612103
64859	HGNC	HGNC:26232
64859	HPRD	08009
64860	HGNC	HGNC:25772
64860	Ensembl	ENSG00000125962
64860	HPRD	06521
64860	Vega	OTTHUMG00000022062
64863	HGNC	HGNC:24726
64863	Ensembl	ENSG00000101574
64863	HPRD	14390
64863	Vega	OTTHUMG00000131482
64864	MIM	612660
64864	HGNC	HGNC:25777
64864	HPRD	07807
64866	MIM	611735
64866	HGNC	HGNC:24357
64866	Ensembl	ENSG00000163814
64866	HPRD	16696
64866	Vega	OTTHUMG00000133090
64881	MIM	614449
64881	HGNC	HGNC:14257
64881	Ensembl	ENSG00000280165
64881	Vega	OTTHUMG00000017012
64895	HGNC	HGNC:14982
64895	Ensembl	ENSG00000115421
64895	HPRD	11420
64895	Vega	OTTHUMG00000129419
64897	HGNC	HGNC:25719
64897	Ensembl	ENSG00000157895
64897	HPRD	07771
64900	MIM	605520
64900	HGNC	HGNC:14451
64900	Ensembl	ENSG00000132793
64900	Vega	OTTHUMG00000033056
64901	MIM	606141
64901	HGNC	HGNC:14428
64901	Ensembl	ENSG00000204764
64901	HPRD	05847
64901	Vega	OTTHUMG00000163203
64902	MIM	612471
64902	HGNC	HGNC:14412
64902	Ensembl	ENSG00000113492
64902	HPRD	10638
64902	Vega	OTTHUMG00000090788
64919	MIM	606558
64919	HGNC	HGNC:13222
64919	Ensembl	ENSG00000127152
64919	HPRD	05950
64919	Vega	OTTHUMG00000028967
64921	MIM	611686
64921	HGNC	HGNC:16014
64921	Ensembl	ENSG00000127995
64921	HPRD	13004
64921	Vega	OTTHUMG00000023356
64922	HGNC	HGNC:23379
64922	Ensembl	ENSG00000184434
64922	HPRD	14313
64922	Vega	OTTHUMG00000019710
64924	MIM	607819
64924	HGNC	HGNC:19089
64924	Ensembl	ENSG00000145740
64924	HPRD	06381
64924	Vega	OTTHUMG00000131253
64925	HGNC	HGNC:25760
64925	Ensembl	ENSG00000177352
64925	HPRD	08576
64925	Vega	OTTHUMG00000156815
64926	HGNC	HGNC:26129
64926	Ensembl	ENSG00000105122
64926	Vega	OTTHUMG00000182450
64927	HGNC	HGNC:25730
64927	Ensembl	ENSG00000103852
64927	HPRD	07777
64927	Vega	OTTHUMG00000147344
64928	MIM	611827
64928	HGNC	HGNC:14279
64928	Ensembl	ENSG00000180992
64928	HPRD	14741
64928	Vega	OTTHUMG00000014756
64940	HGNC	HGNC:33887
64940	Ensembl	ENSG00000106610
64940	HPRD	07817
64943	HGNC	HGNC:25717
64943	Ensembl	ENSG00000168268
64943	HPRD	07770
64943	Vega	OTTHUMG00000158626
64946	MIM	605607
64946	HGNC	HGNC:17268
64946	Ensembl	ENSG00000153044
64946	HPRD	12029
64946	Vega	OTTHUMG00000097816
64949	MIM	611988
64949	HGNC	HGNC:14045
64949	Ensembl	ENSG00000125901
64949	HPRD	17595
64949	Vega	OTTHUMG00000031721
64951	MIM	611986
64951	HGNC	HGNC:14510
64951	Ensembl	ENSG00000062582
64951	HPRD	17593
64951	Vega	OTTHUMG00000023175
64960	MIM	611979
64960	HGNC	HGNC:14504
64960	Ensembl	ENSG00000116898
64960	HPRD	11372
64960	Vega	OTTHUMG00000008042
64963	MIM	611977
64963	HGNC	HGNC:14050
64963	Ensembl	ENSG00000181991
64963	HPRD	14776
64963	Vega	OTTHUMG00000148678
64965	MIM	611975
64965	HGNC	HGNC:14501
64965	Ensembl	ENSG00000135972
64965	HPRD	17602
64965	Vega	OTTHUMG00000130807
64968	MIM	611973
64968	HGNC	HGNC:14051
64968	Ensembl	ENSG00000243927
64968	HPRD	11374
64968	Vega	OTTHUMG00000065820
64969	MIM	611972
64969	HGNC	HGNC:14498
64969	Ensembl	ENSG00000144029
64969	HPRD	10099
64969	Vega	OTTHUMG00000130394
64975	MIM	611846
64975	HGNC	HGNC:14492
64975	HPRD	14760
64976	MIM	605089
64976	HGNC	HGNC:14491
64976	HPRD	05476
64978	MIM	611844
64978	HGNC	HGNC:14033
64978	Ensembl	ENSG00000204316
64978	HPRD	14758
64978	Vega	OTTHUMG00000152977
64979	MIM	611842
64979	HGNC	HGNC:14490
64979	Ensembl	ENSG00000171421
64979	HPRD	14756
64979	Vega	OTTHUMG00000090373
64981	MIM	611840
64981	HGNC	HGNC:14488
64981	Ensembl	ENSG00000130312
64981	HPRD	14754
64981	Vega	OTTHUMG00000182764
64983	MIM	611839
64983	HGNC	HGNC:14035
64983	Ensembl	ENSG00000106591
64983	HPRD	14752
64983	Vega	OTTHUMG00000155180
65003	MIM	611826
65003	HGNC	HGNC:14042
65003	Ensembl	ENSG00000174547
65003	HPRD	14739
65003	Vega	OTTHUMG00000167097
65005	MIM	611824
65005	HGNC	HGNC:14277
65005	HPRD	14774
65008	MIM	611821
65008	HGNC	HGNC:14275
65008	Ensembl	ENSG00000169288
65008	Vega	OTTHUMG00000130200
65009	MIM	614463
65009	HGNC	HGNC:14466
65009	Ensembl	ENSG00000103034
65009	HPRD	14817
65009	Vega	OTTHUMG00000133485
65010	MIM	610068
65010	HGNC	HGNC:14472
65010	Ensembl	ENSG00000225697
65010	HPRD	10235
65010	Vega	OTTHUMG00000186381
65012	HGNC	HGNC:14470
65012	Ensembl	ENSG00000135502
65012	HPRD	10234
65012	Vega	OTTHUMG00000128505
65014	MIM	605582
65014	HGNC	HGNC:14541
65018	MIM	608309
65018	HGNC	HGNC:14581
65018	Ensembl	ENSG00000158828
65018	HPRD	10514
65018	Vega	OTTHUMG00000002841
65055	MIM	609139
65055	HGNC	HGNC:25786
65055	Ensembl	ENSG00000068615
65055	HPRD	07810
65055	Vega	OTTHUMG00000130205
65056	MIM	608412
65056	HGNC	HGNC:29520
65056	Ensembl	ENSG00000062194
65056	HPRD	16333
65056	Vega	OTTHUMG00000162321
65057	MIM	609377
65057	HGNC	HGNC:25070
65057	Ensembl	ENSG00000102977
65057	HPRD	12417
65057	Vega	OTTHUMG00000137547
65059	MIM	609035
65059	HGNC	HGNC:14436
65059	Ensembl	ENSG00000173166
65059	HPRD	12356
65059	Vega	OTTHUMG00000132876
65061	MIM	616147
65061	HGNC	HGNC:14434
65061	Ensembl	ENSG00000138395
65061	HPRD	12449
65061	Vega	OTTHUMG00000132838
65062	MIM	614423
65062	HGNC	HGNC:14432
65062	Ensembl	ENSG00000155755
65062	HPRD	12448
65062	Vega	OTTHUMG00000154526
65065	MIM	609816
65065	HGNC	HGNC:20681
65065	Ensembl	ENSG00000144426
65065	HPRD	14811
65065	Vega	OTTHUMG00000154129
65072	HGNC	HGNC:14437
65072	Ensembl	ENSG00000226312
65076	MIM	605552
65077	MIM	605572
65078	MIM	605566
65078	HGNC	HGNC:18601
65078	Ensembl	ENSG00000040608
65078	HPRD	16123
65078	Vega	OTTHUMG00000150572
65080	MIM	611849
65080	HGNC	HGNC:16650
65080	Ensembl	ENSG00000135900
65080	HPRD	14763
65080	Vega	OTTHUMG00000133164
65082	MIM	610034
65082	HGNC	HGNC:18179
65082	HPRD	15651
65083	MIM	611532
65083	HGNC	HGNC:19910
65083	Ensembl	ENSG00000165271
65083	HPRD	14832
65083	Vega	OTTHUMG00000000394
65084	MIM	616360
65084	HGNC	HGNC:26167
65084	HPRD	07978
65094	HGNC	HGNC:25724
65094	Ensembl	ENSG00000081692
65094	HPRD	07774
65094	Vega	OTTHUMG00000037698
65095	HGNC	HGNC:25769
65095	Ensembl	ENSG00000129347
65095	HPRD	10969
65095	Vega	OTTHUMG00000150343
65108	MIM	602940
65108	HGNC	HGNC:7142
65108	Ensembl	ENSG00000175130
65108	HPRD	04247
65108	Vega	OTTHUMG00000007589
65109	MIM	300298
65109	HGNC	HGNC:20439
65109	Ensembl	ENSG00000125351
65109	HPRD	02247
65109	Vega	OTTHUMG00000022282
65110	MIM	605530
65110	HGNC	HGNC:20332
65110	Ensembl	ENSG00000169062
65110	HPRD	09274
65110	Vega	OTTHUMG00000017403
65117	HGNC	HGNC:30559
65117	HPRD	13342
65121	HGNC	HGNC:28840
65121	Ensembl	ENSG00000116721
65121	HPRD	11272
65121	Vega	OTTHUMG00000001928
65122	HGNC	HGNC:28841
65122	Ensembl	ENSG00000120952
65122	HPRD	11273
65122	Vega	OTTHUMG00000001986
65123	MIM	611347
65123	HGNC	HGNC:26153
65123	Ensembl	ENSG00000143624
65123	HPRD	08644
65123	Vega	OTTHUMG00000037089
65124	HGNC	HGNC:26149
65124	Ensembl	ENSG00000198142
65124	HPRD	08643
65124	Vega	OTTHUMG00000153219
65125	MIM	605232
65125	HGNC	HGNC:14540
65125	Ensembl	ENSG00000060237
65125	HPRD	05570
65125	Vega	OTTHUMG00000090321
65211	MIM	134600
65217	MIM	605514
65217	HGNC	HGNC:14674
65217	Ensembl	ENSG00000150275
65217	HPRD	05698
65217	Vega	OTTHUMG00000018259
65220	MIM	611616
65220	HGNC	HGNC:29831
65220	Ensembl	ENSG00000008130
65220	HPRD	16907
65220	Vega	OTTHUMG00000000942
65243	HGNC	HGNC:28053
65243	Ensembl	ENSG00000187801
65243	HPRD	15884
65243	Vega	OTTHUMG00000007302
65244	MIM	611667
65244	HGNC	HGNC:18650
65244	Ensembl	ENSG00000123352
65244	HPRD	15434
65244	Vega	OTTHUMG00000169419
65245	MIM	605606
65245	HGNC	HGNC:14207
65249	HGNC	HGNC:25704
65249	Ensembl	ENSG00000132003
65249	HPRD	15904
65249	Vega	OTTHUMG00000181752
65250	MIM	614571
65250	HGNC	HGNC:25801
65250	Ensembl	ENSG00000197603
65250	HPRD	07822
65250	Vega	OTTHUMG00000160492
65251	MIM	611903
65251	HGNC	HGNC:25741
65251	Ensembl	ENSG00000198093
65251	HPRD	07785
65251	Vega	OTTHUMG00000182423
65258	MIM	611900
65258	HGNC	HGNC:15988
65258	Ensembl	ENSG00000154889
65258	HPRD	14734
65258	Vega	OTTHUMG00000131661
65260	MIM	615623
65260	HGNC	HGNC:25716
65260	HPRD	07769
65263	MIM	616408
65263	HGNC	HGNC:25846
65263	Ensembl	ENSG00000104524
65263	HPRD	15196
65263	Vega	OTTHUMG00000157010
65264	MIM	611362
65264	HGNC	HGNC:25847
65264	Ensembl	ENSG00000159202
65264	HPRD	08589
65264	Vega	OTTHUMG00000150521
65265	HGNC	HGNC:26104
65265	Ensembl	ENSG00000182307
65265	HPRD	07951
65265	Vega	OTTHUMG00000165256
65266	MIM	601844
65266	HGNC	HGNC:14544
65266	Ensembl	ENSG00000126562
65266	HPRD	03505
65266	Vega	OTTHUMG00000180650
65267	MIM	300358
65267	HGNC	HGNC:14543
65267	Ensembl	ENSG00000196632
65267	HPRD	02289
65267	Vega	OTTHUMG00000021626
65268	MIM	606249
65268	HGNC	HGNC:14542
65268	Ensembl	ENSG00000165238
65268	HPRD	06951
65268	Vega	OTTHUMG00000020247
65944	HGNC	HGNC:13968
65975	MIM	607670
65975	HGNC	HGNC:14568
65975	Ensembl	ENSG00000130413
65975	HPRD	09642
65975	Vega	OTTHUMG00000140275
65977	MIM	607774
65977	HGNC	HGNC:14338
65977	HPRD	09688
65979	MIM	608726
65979	HGNC	HGNC:25793
65979	Ensembl	ENSG00000204138
65979	HPRD	07816
65979	Vega	OTTHUMG00000003541
65980	HGNC	HGNC:25818
65980	Ensembl	ENSG00000028310
65980	HPRD	12532
65980	Vega	OTTHUMG00000159258
65981	MIM	610375
65981	HGNC	HGNC:21259
65981	Ensembl	ENSG00000110888
65981	HPRD	12711
65981	Vega	OTTHUMG00000169185
65982	HGNC	HGNC:21037
65982	Ensembl	ENSG00000121413
65982	HPRD	07802
65982	Vega	OTTHUMG00000183451
65983	HGNC	HGNC:24911
65983	Ensembl	ENSG00000155324
65983	HPRD	11402
65983	Vega	OTTHUMG00000128943
65985	MIM	614364
65985	HGNC	HGNC:21298
65985	Ensembl	ENSG00000081760
65985	HPRD	12391
65985	Vega	OTTHUMG00000168550
65986	HGNC	HGNC:30953
65986	Ensembl	ENSG00000205189
65986	HPRD	15689
65986	Vega	OTTHUMG00000155016
65987	HGNC	HGNC:23295
65987	Ensembl	ENSG00000151364
65987	HPRD	13764
65987	Vega	OTTHUMG00000150224
65988	HGNC	HGNC:28350
65988	Ensembl	ENSG00000169955
65988	HPRD	14498
65988	Vega	OTTHUMG00000132401
65989	HGNC	HGNC:21113
65989	Ensembl	ENSG00000171462
65989	HPRD	16855
65989	Vega	OTTHUMG00000014735
65990	HGNC	HGNC:14152
65990	Ensembl	ENSG00000103254
65990	HPRD	14500
65990	Vega	OTTHUMG00000121177
65991	HGNC	HGNC:24925
65991	HPRD	06586
65992	MIM	616177
65992	HGNC	HGNC:16110
65992	Ensembl	ENSG00000198171
65992	HPRD	12741
65992	Vega	OTTHUMG00000031732
65993	MIM	611994
65993	HGNC	HGNC:16618
65993	Ensembl	ENSG00000074071
65993	HPRD	17599
65993	Vega	OTTHUMG00000128636
65996	HGNC	HGNC:28421
65996	Ensembl	ENSG00000213753
65996	HPRD	14527
65997	MIM	612404
65997	HGNC	HGNC:23804
65997	Ensembl	ENSG00000128045
65997	HPRD	15216
65997	Vega	OTTHUMG00000102097
65998	MIM	615699
65998	HGNC	HGNC:28449
65998	Ensembl	ENSG00000188070
65998	Vega	OTTHUMG00000167840
65999	HGNC	HGNC:21704
65999	Ensembl	ENSG00000127399
65999	HPRD	08326
65999	Vega	OTTHUMG00000158326
66000	HGNC	HGNC:28451
66000	Ensembl	ENSG00000144868
66000	HPRD	11329
66000	Vega	OTTHUMG00000159685
66002	MIM	611485
66002	HGNC	HGNC:18857
66002	Ensembl	ENSG00000186204
66002	HPRD	07102
66002	Vega	OTTHUMG00000164477
66004	MIM	606110
66004	HGNC	HGNC:29604
66004	Ensembl	ENSG00000180155
66004	HPRD	16201
66004	Vega	OTTHUMG00000164694
66005	MIM	615692
66005	HGNC	HGNC:28474
66005	Ensembl	ENSG00000177830
66005	HPRD	14550
66005	Vega	OTTHUMG00000133314
66008	MIM	607334
66008	HGNC	HGNC:13206
66008	Ensembl	ENSG00000115993
66008	HPRD	09547
66008	Vega	OTTHUMG00000132822
66035	MIM	610367
66035	HGNC	HGNC:14239
66035	Ensembl	ENSG00000133460
66035	HPRD	11571
66035	Vega	OTTHUMG00000166469
66036	MIM	606260
66036	HGNC	HGNC:14596
66036	Ensembl	ENSG00000104643
66036	HPRD	09377
66036	Vega	OTTHUMG00000090647
66037	MIM	606165
66037	HGNC	HGNC:14273
66037	Ensembl	ENSG00000152430
66037	Vega	OTTHUMG00000132747
78986	HGNC	HGNC:28161
78986	Ensembl	ENSG00000133878
78986	HPRD	14421
78986	Vega	OTTHUMG00000163961
78987	MIM	607170
78987	HGNC	HGNC:14630
78987	Ensembl	ENSG00000163703
78987	HPRD	06206
78987	Vega	OTTHUMG00000128653
78988	MIM	611997
78988	HGNC	HGNC:14514
78988	Ensembl	ENSG00000173141
78988	HPRD	14736
78988	Vega	OTTHUMG00000016532
78989	MIM	612502
78989	HGNC	HGNC:17213
78989	Ensembl	ENSG00000118004
78989	HPRD	10847
78989	Vega	OTTHUMG00000090304
78990	MIM	608338
78990	HGNC	HGNC:20351
78990	Ensembl	ENSG00000089723
78990	HPRD	07620
78990	Vega	OTTHUMG00000171300
78991	HGNC	HGNC:28477
78991	Ensembl	ENSG00000145882
78991	HPRD	14552
78991	Vega	OTTHUMG00000130052
78992	HGNC	HGNC:28476
78992	Ensembl	ENSG00000130733
78992	HPRD	11332
78992	Vega	OTTHUMG00000180796
78994	HGNC	HGNC:28458
78994	Ensembl	ENSG00000156858
78994	HPRD	14541
78994	Vega	OTTHUMG00000132414
78995	HGNC	HGNC:28460
78995	Ensembl	ENSG00000125319
78995	HPRD	08825
78995	Vega	OTTHUMG00000181808
78996	HGNC	HGNC:22432
78996	Ensembl	ENSG00000122783
78996	HPRD	08333
78996	Vega	OTTHUMG00000155447
78997	HGNC	HGNC:4213
78997	Ensembl	ENSG00000124194
78997	HPRD	17033
78997	Vega	OTTHUMG00000032530
78998	HGNC	HGNC:28457
78998	Ensembl	ENSG00000254389
78998	HPRD	08328
78999	MIM	612810
78999	HGNC	HGNC:28456
78999	Ensembl	ENSG00000173621
78999	HPRD	14310
78999	Vega	OTTHUMG00000167100
79000	HGNC	HGNC:28363
79000	Ensembl	ENSG00000127423
79000	HPRD	08323
79000	Vega	OTTHUMG00000007372
79001	MIM	608547
79001	HGNC	HGNC:23663
79001	Ensembl	ENSG00000167397
79001	HPRD	10540
79001	Vega	OTTHUMG00000047408
79002	HGNC	HGNC:28424
79002	Ensembl	ENSG00000123144
79002	HPRD	14528
79002	Vega	OTTHUMG00000180347
79003	MIM	609178
79003	HGNC	HGNC:24967
79003	Ensembl	ENSG00000167842
79003	HPRD	12379
79003	Vega	OTTHUMG00000102042
79004	MIM	614142
79004	HGNC	HGNC:28352
79004	Ensembl	ENSG00000107874
79004	HPRD	13099
79004	Vega	OTTHUMG00000018958
79005	MIM	608095
79005	HGNC	HGNC:23136
79005	Ensembl	ENSG00000163156
79005	HPRD	12162
79005	Vega	OTTHUMG00000012258
79006	MIM	610998
79006	HGNC	HGNC:14151
79006	HPRD	14388
79007	HGNC	HGNC:28455
79007	Ensembl	ENSG00000003249
79007	HPRD	08327
79007	Vega	OTTHUMG00000138984
79008	MIM	615823
79008	HGNC	HGNC:28748
79008	Ensembl	ENSG00000181625
79008	HPRD	14673
79008	Vega	OTTHUMG00000132110
79009	MIM	610373
79009	HGNC	HGNC:17906
79009	Ensembl	ENSG00000107625
79009	HPRD	09910
79009	Vega	OTTHUMG00000018362
79012	MIM	614993
79012	HGNC	HGNC:28788
79012	Ensembl	ENSG00000164076
79012	HPRD	11361
79012	Vega	OTTHUMG00000158288
79015	HGNC	HGNC:49900
79015	Ensembl	ENSG00000132832
79016	HGNC	HGNC:28360
79016	Ensembl	ENSG00000130311
79016	HPRD	15107
79016	Vega	OTTHUMG00000182765
79017	MIM	137170
79017	HGNC	HGNC:21705
79017	Ensembl	ENSG00000006625
79017	HPRD	12912
79017	Vega	OTTHUMG00000128593
79018	HGNC	HGNC:28453
79018	Ensembl	ENSG00000141034
79018	HPRD	12683
79018	Vega	OTTHUMG00000059398
79019	MIM	610152
79019	HGNC	HGNC:18352
79019	Ensembl	ENSG00000100162
79019	HPRD	12798
79019	Vega	OTTHUMG00000151277
79020	HGNC	HGNC:21703
79020	Ensembl	ENSG00000136197
79020	HPRD	09861
79020	Vega	OTTHUMG00000128869
79022	HGNC	HGNC:28775
79022	Ensembl	ENSG00000134291
79022	HPRD	14690
79022	Vega	OTTHUMG00000169892
79023	MIM	609264
79023	HGNC	HGNC:29929
79023	Ensembl	ENSG00000075188
79023	HPRD	14853
79024	HGNC	HGNC:28776
79024	Ensembl	ENSG00000139656
79024	Vega	OTTHUMG00000016831
79025	HGNC	HGNC:28764
79025	Ensembl	ENSG00000125531
79025	HPRD	14682
79025	Vega	OTTHUMG00000032980
79026	MIM	103390
79026	HGNC	HGNC:347
79026	Ensembl	ENSG00000124942
79026	HPRD	14684
79026	Vega	OTTHUMG00000167558
79027	HGNC	HGNC:30899
79027	Ensembl	ENSG00000197343
79027	HPRD	11673
79027	Vega	OTTHUMG00000185968
79029	HGNC	HGNC:28762
79029	Ensembl	ENSG00000171763
79029	HPRD	11596
79029	Vega	OTTHUMG00000131425
79031	MIM	611678
79031	HGNC	HGNC:28860
79031	HPRD	17827
79033	MIM	609917
79033	HGNC	HGNC:17276
79033	Ensembl	ENSG00000117419
79033	HPRD	15175
79033	Vega	OTTHUMG00000007637
79034	HGNC	HGNC:21702
79034	Ensembl	ENSG00000146576
79034	HPRD	12913
79034	Vega	OTTHUMG00000125517
79035	MIM	612104
79035	HGNC	HGNC:28412
79035	Ensembl	ENSG00000139579
79035	HPRD	14522
79035	Vega	OTTHUMG00000152527
79036	MIM	615178
79036	HGNC	HGNC:28420
79036	Ensembl	ENSG00000105700
79036	HPRD	14526
79036	Vega	OTTHUMG00000183107
79037	HGNC	HGNC:32190
79037	Ensembl	ENSG00000213413
79037	Vega	OTTHUMG00000156798
79038	MIM	613504
79038	HGNC	HGNC:20760
79038	Ensembl	ENSG00000100711
79038	HPRD	15733
79038	Vega	OTTHUMG00000171651
79039	MIM	611665
79039	HGNC	HGNC:20084
79039	Ensembl	ENSG00000123064
79039	HPRD	13129
79039	Vega	OTTHUMG00000169676
79041	MIM	611235
79041	HGNC	HGNC:28462
79041	HPRD	15537
79042	MIM	608754
79042	HGNC	HGNC:15506
79042	Ensembl	ENSG00000170892
79042	HPRD	10038
79042	Vega	OTTHUMG00000066515
79047	MIM	615240
79047	HGNC	HGNC:23297
79047	Ensembl	ENSG00000153885
79047	HPRD	13765
79047	Vega	OTTHUMG00000180475
79048	MIM	607693
79048	HGNC	HGNC:30972
79048	Ensembl	ENSG00000187742
79048	HPRD	07408
79048	Vega	OTTHUMG00000020182
79050	MIM	612819
79050	HGNC	HGNC:28461
79050	Ensembl	ENSG00000184967
79050	HPRD	14543
79050	Vega	OTTHUMG00000168260
79051	MIM	400004
79052	MIM	605642
79053	MIM	608103
79053	HGNC	HGNC:23161
79053	Ensembl	ENSG00000159063
79053	HPRD	10480
79053	Vega	OTTHUMG00000166594
79054	MIM	606678
79054	HGNC	HGNC:17961
79054	Ensembl	ENSG00000144481
79054	HPRD	09454
79054	Vega	OTTHUMG00000059129
79055	HGNC	HGNC:43834
79056	MIM	611690
79056	HGNC	HGNC:30799
79056	Ensembl	ENSG00000135378
79056	HPRD	15187
79056	Vega	OTTHUMG00000166219
79057	MIM	300685
79057	HGNC	HGNC:30798
79057	Ensembl	ENSG00000130032
79057	HPRD	06742
79058	MIM	606236
79058	HGNC	HGNC:13825
79058	Ensembl	ENSG00000169696
79058	HPRD	06947
79058	Vega	OTTHUMG00000178438
79064	HGNC	HGNC:28464
79065	MIM	612204
79065	HGNC	HGNC:22408
79065	Ensembl	ENSG00000198925
79065	HPRD	07979
79065	Vega	OTTHUMG00000154557
79066	HGNC	HGNC:28484
79066	Ensembl	ENSG00000127804
79066	HPRD	14556
79066	Vega	OTTHUMG00000177564
79068	MIM	610966
79068	HGNC	HGNC:24678
79070	MIM	611613
79070	HGNC	HGNC:19350
79070	Ensembl	ENSG00000134901
79070	HPRD	11061
79070	Vega	OTTHUMG00000017307
79071	MIM	611546
79071	HGNC	HGNC:15829
79071	Ensembl	ENSG00000170522
79071	HPRD	13269
79071	Vega	OTTHUMG00000132547
79072	HGNC	HGNC:28758
79072	Ensembl	ENSG00000124279
79072	HPRD	10083
79072	Vega	OTTHUMG00000131029
79073	HGNC	HGNC:28771
79073	Ensembl	ENSG00000110108
79073	HPRD	14687
79073	Vega	OTTHUMG00000167801
79074	HGNC	HGNC:28772
79074	Ensembl	ENSG00000135974
79074	HPRD	14688
79074	Vega	OTTHUMG00000130808
79075	MIM	613203
79075	HGNC	HGNC:24453
79075	Ensembl	ENSG00000136982
79075	HPRD	13123
79075	Vega	OTTHUMG00000165010
79077	MIM	615840
79077	HGNC	HGNC:28777
79077	Ensembl	ENSG00000179958
79077	HPRD	18310
79077	Vega	OTTHUMG00000132416
79078	HGNC	HGNC:28795
79078	Ensembl	ENSG00000164008
79078	HPRD	14714
79078	Vega	OTTHUMG00000007568
79080	MIM	611293
79080	HGNC	HGNC:28359
79080	Ensembl	ENSG00000110104
79080	HPRD	08322
79080	Vega	OTTHUMG00000167706
79081	HGNC	HGNC:28351
79081	Ensembl	ENSG00000162194
79081	HPRD	14499
79081	Vega	OTTHUMG00000167588
79081	Vega	OTTHUMG00000187541
79083	MIM	606526
79083	HGNC	HGNC:29643
79083	Ensembl	ENSG00000115648
79083	HPRD	09409
79083	Vega	OTTHUMG00000133298
79084	MIM	611734
79084	HGNC	HGNC:29652
79084	Ensembl	ENSG00000116455
79084	HPRD	14387
79084	Vega	OTTHUMG00000011748
79085	MIM	608746
79085	HGNC	HGNC:19375
79085	Ensembl	ENSG00000125648
79085	HPRD	16381
79085	Vega	OTTHUMG00000180852
79086	HGNC	HGNC:28419
79086	Ensembl	ENSG00000214046
79086	HPRD	14525
79086	Vega	OTTHUMG00000149895
79087	MIM	607144
79087	HGNC	HGNC:19358
79087	HPRD	06189
79088	HGNC	HGNC:20725
79088	Ensembl	ENSG00000130818
79088	HPRD	15787
79088	Vega	OTTHUMG00000180132
79089	HGNC	HGNC:28459
79089	Ensembl	ENSG00000168591
79089	HPRD	14542
79089	Vega	OTTHUMG00000181811
79090	MIM	610396
79090	HGNC	HGNC:23069
79090	Ensembl	ENSG00000007255
79090	HPRD	14503
79090	Vega	OTTHUMG00000181775
79091	MIM	615261
79091	HGNC	HGNC:28368
79091	Ensembl	ENSG00000067365
79091	HPRD	08324
79091	Vega	OTTHUMG00000129694
79092	MIM	607211
79092	HGNC	HGNC:16446
79092	Ensembl	ENSG00000141527
79092	HPRD	06235
79092	Vega	OTTHUMG00000177549
79094	MIM	614587
79094	HGNC	HGNC:28680
79094	Ensembl	ENSG00000128965
79094	HPRD	14634
79094	Vega	OTTHUMG00000130208
79095	HGNC	HGNC:17823
79095	Ensembl	ENSG00000171159
79095	HPRD	12946
79095	Vega	OTTHUMG00000020731
79096	HGNC	HGNC:28720
79096	Ensembl	ENSG00000149179
79096	HPRD	08332
79096	Vega	OTTHUMG00000166725
79097	HGNC	HGNC:19021
79097	Ensembl	ENSG00000150244
79097	HPRD	15565
79097	Vega	OTTHUMG00000157011
79098	MIM	611680
79098	HGNC	HGNC:28667
79098	Ensembl	ENSG00000182795
79098	HPRD	15294
79098	Vega	OTTHUMG00000036580
79100	HGNC	HGNC:44257
79100	Ensembl	ENSG00000225826
79101	MIM	612823
79101	HGNC	HGNC:28759
79101	HPRD	14679
79102	MIM	606130
79102	HGNC	HGNC:14646
