GeneID	type	symbol
2713	synonym	GKP3
2713	synonym	GKTB
2716	symbol	GK4P
2716	synonym	GKP6
2717	symbol	GLA
2717	synonym	GALA
2719	symbol	GPC3
2719	synonym	DGSX
2719	synonym	GTR2-2
2719	synonym	MXR7
2719	synonym	OCI-5
2719	synonym	SDYS
2719	synonym	SGB
2719	synonym	SGBS
2719	synonym	SGBS1
2720	symbol	GLB1
2720	synonym	EBP
2720	synonym	ELNR1
2720	synonym	MPS4B
2722	symbol	GLC1B
2723	symbol	GLC1C
2724	symbol	GLC1D
2727	symbol	GLC2A
2728	symbol	GLC3B
2729	symbol	GCLC
2729	synonym	GCL
2729	synonym	GCS
2729	synonym	GLCL
2729	synonym	GLCLC
2730	symbol	GCLM
2730	synonym	GLCLR
2731	symbol	GLDC
2731	synonym	GCE
2731	synonym	GCSP
2731	synonym	HYGN1
2732	symbol	GLDCP1
2732	synonym	GLDCP
2733	symbol	GLE1
2733	synonym	GLE1L
2733	synonym	LCCS
2733	synonym	LCCS1
2733	synonym	hGLE1
2734	symbol	GLG1
2734	synonym	CFR-1
2734	synonym	ESL-1
2734	synonym	MG-160
2734	synonym	MG160
2735	symbol	GLI1
2735	synonym	GLI
2736	symbol	GLI2
2736	synonym	CJS
2736	synonym	HPE9
2736	synonym	PHS2
2736	synonym	THP1
2736	synonym	THP2
2737	symbol	GLI3
2737	synonym	ACLS
2737	synonym	GCPS
2737	synonym	GLI3-190
2737	synonym	GLI3FL
2737	synonym	PAP-A
2737	synonym	PAPA
2737	synonym	PAPA1
2737	synonym	PAPB
2737	synonym	PHS
2737	synonym	PPDIV
2738	symbol	GLI4
2738	synonym	HKR4
2738	synonym	ZNF928
2739	symbol	GLO1
2739	synonym	GLOD1
2739	synonym	GLYI
2739	synonym	HEL-S-74
2740	symbol	GLP1R
2741	symbol	GLRA1
2741	synonym	HKPX1
2741	synonym	STHE
2742	symbol	GLRA2
2742	synonym	GLR
2743	symbol	GLRB
2743	synonym	HKPX2
2744	symbol	GLS
2744	synonym	AAD20
2744	synonym	GAC
2744	synonym	GAM
2744	synonym	GLS1
2744	synonym	KGA
2745	symbol	GLRX
2745	synonym	GRX
2745	synonym	GRX1
2746	symbol	GLUD1
2746	synonym	GDH
2746	synonym	GDH1
2746	synonym	GLUD
2747	symbol	GLUD2
2747	synonym	GDH2
2747	synonym	GLUDP1
2748	symbol	LOC2748
2749	symbol	GLUD1P3
2749	synonym	C10orf102
2749	synonym	Em:AC022400.11
2749	synonym	GLUDP3
2750	symbol	GLUD1P4
2750	synonym	GLUDP4
2751	symbol	GLUD1P5
2751	synonym	GLUDP5
2752	symbol	GLUL
2752	synonym	GLNS
2752	synonym	GS
2752	synonym	PIG43
2752	synonym	PIG59
2753	symbol	GLULP1
2753	synonym	GLULL1
2754	symbol	GLULP2
2754	synonym	GLULL2
2757	symbol	GLYB
2759	symbol	GLYS1
2760	symbol	GM2A
2760	synonym	GM2-AP
2760	synonym	SAP-3
2761	symbol	GM2AP1
2761	synonym	GM2AP
2762	symbol	GMDS
2762	synonym	GMD
2762	synonym	SDR3E1
2763	symbol	GMFA
2764	symbol	GMFB
2764	synonym	GMF
2765	symbol	GML
2765	synonym	LY6DL
2766	symbol	GMPR
2766	synonym	GMPR1
2767	symbol	GNA11
2767	synonym	FBH
2767	synonym	FBH2
2767	synonym	FHH2
2767	synonym	GNA-11
2767	synonym	HHC2
2767	synonym	HYPOC2
2768	symbol	GNA12
2768	synonym	NNX3
2768	synonym	RMP
2768	synonym	gep
2769	symbol	GNA15
2769	synonym	GNA16
2770	symbol	GNAI1
2770	synonym	Gi
2771	symbol	GNAI2
2771	synonym	GIP
2771	synonym	GNAI2B
2771	synonym	H_LUCA15.1
2771	synonym	H_LUCA16.1
2772	symbol	GNAI2P1
2772	synonym	GNAI2A
2772	synonym	GNAI2L
2773	symbol	GNAI3
2773	synonym	87U6
2773	synonym	ARCND1
2774	symbol	GNAL
2774	synonym	DYT25
2775	symbol	GNAO1
2775	synonym	EIEE17
2775	synonym	G-ALPHA-o
2775	synonym	GNAO
2776	symbol	GNAQ
2776	synonym	CMC1
2776	synonym	G-ALPHA-q
2776	synonym	GAQ
2776	synonym	SWS
2777	symbol	GNAQP1
2777	synonym	GNAQP
2778	symbol	GNAS
2778	synonym	AHO
2778	synonym	C20orf45
2778	synonym	GNAS1
2778	synonym	GPSA
2778	synonym	GSA
2778	synonym	GSP
2778	synonym	NESP
2778	synonym	PHP1A
2778	synonym	PHP1B
2778	synonym	PHP1C
2778	synonym	POH
2778	synonym	SgVI
2779	symbol	GNAT1
2779	synonym	CSNB1G
2779	synonym	CSNBAD3
2779	synonym	GBT1
2779	synonym	GNATR
2780	symbol	GNAT2
2780	synonym	ACHM4
2780	synonym	GNATC
2781	symbol	GNAZ
2782	symbol	GNB1
2783	symbol	GNB2
2784	symbol	GNB3
2785	symbol	GNG3
2786	symbol	GNG4
2787	symbol	GNG5
2788	symbol	GNG7
2789	symbol	GNG5P1
2789	synonym	GNG5P
2790	symbol	GNG10
2791	symbol	GNG11
2791	synonym	GNGT11
2792	symbol	GNGT1
2792	synonym	GNG1
2793	symbol	GNGT2
2793	synonym	G-GAMMA-8
2793	synonym	G-GAMMA-C
2793	synonym	GNG8
2793	synonym	GNG9
2793	synonym	GNGT8
2794	symbol	GNL1
2794	synonym	HSR1
2796	symbol	GNRH1
2796	synonym	GNRH
2796	synonym	GRH
2796	synonym	HH12
2796	synonym	LHRH
2796	synonym	LNRH
2797	symbol	GNRH2
2797	synonym	GnRH-II
2797	synonym	LH-RHII
2798	symbol	GNRHR
2798	synonym	GNRHR1
2798	synonym	GRHR
2798	synonym	HH7
2798	synonym	LHRHR
2798	synonym	LRHR
2799	symbol	GNS
2799	synonym	G6S
2800	symbol	GOLGA1
2800	synonym	golgin-97
2801	symbol	GOLGA2
2801	synonym	GM130
2802	symbol	GOLGA3
2802	synonym	GCP170
2802	synonym	MEA-2
2803	symbol	GOLGA4
2803	synonym	CRPF46
2803	synonym	GCP2
2803	synonym	GOLG
2803	synonym	MU-RMS-40.18
2803	synonym	p230
2804	symbol	GOLGB1
2804	synonym	GCP
2804	synonym	GCP372
2804	synonym	GOLIM1
2805	symbol	GOT1
2805	synonym	ASTQTL1
2805	synonym	GIG18
2805	synonym	cAspAT
2805	synonym	cCAT
2806	symbol	GOT2
2806	synonym	KAT4
2806	synonym	KATIV
2806	synonym	mitAAT
2810	symbol	SFN
2810	synonym	YWHAS
2811	symbol	GP1BA
2811	synonym	BDPLT1
2811	synonym	BDPLT3
2811	synonym	BSS
2811	synonym	CD42B
2811	synonym	CD42b-alpha
2811	synonym	DBPLT3
2811	synonym	GP1B
2811	synonym	GPIbA
2811	synonym	VWDP
2812	symbol	GP1BB
2812	synonym	BDPLT1
2812	synonym	BS
2812	synonym	CD42C
2812	synonym	GPIBB
2813	symbol	GP2
2813	synonym	ZAP75
2814	symbol	GP5
2814	synonym	CD42d
2814	synonym	GPV
2815	symbol	GP9
2815	synonym	CD42a
2815	synonym	GPIX
2817	symbol	GPC1
2817	synonym	glypican
2819	symbol	GPD1
2819	synonym	GPD-C
2819	synonym	GPDH-C
2819	synonym	HTGTI
2820	symbol	GPD2
2820	synonym	GDH2
2820	synonym	GPDM
2820	synonym	mGPDH
2821	symbol	GPI
2821	synonym	AMF
2821	synonym	GNPI
2821	synonym	NLK
2821	synonym	PGI
2821	synonym	PHI
2821	synonym	SA-36
2821	synonym	SA36
2822	symbol	GPLD1
2822	synonym	GPIPLD
2822	synonym	GPIPLDM
2822	synonym	PIGPLD
2822	synonym	PIGPLD1
2822	synonym	PLD
2823	symbol	GPM6A
2823	synonym	GPM6
2823	synonym	M6A
2824	symbol	GPM6B
2824	synonym	M6B
2825	symbol	GPR1
2826	symbol	CCR10
2826	synonym	GPR2
2827	symbol	GPR3
2827	synonym	ACCA
2828	symbol	GPR4
2829	symbol	XCR1
2829	synonym	CCXCR1
2829	synonym	GPR5
2830	symbol	GPR6
2831	symbol	NPBWR1
2831	synonym	GPR7
2832	symbol	NPBWR2
2832	synonym	GPR8
2833	symbol	CXCR3
2833	synonym	CD182
2833	synonym	CD183
2833	synonym	CKR-L2
2833	synonym	CMKAR3
2833	synonym	GPR9
2833	synonym	IP10-R
2833	synonym	Mig-R
2833	synonym	MigR
2834	symbol	PRLHR
2834	synonym	GPR10
2834	synonym	GR3
2834	synonym	PrRPR
2835	symbol	GPR12
2835	synonym	GPCR12
2835	synonym	GPCR21
2835	synonym	PPP1R84
2837	symbol	UTS2R
2837	synonym	GPR14
2837	synonym	UR-2-R
2837	synonym	UTR
2837	synonym	UTR2
2838	symbol	GPR15
2838	synonym	BOB
2840	symbol	GPR17
2841	symbol	GPR18
2842	symbol	GPR19
2843	symbol	GPR20
2844	symbol	GPR21
2845	symbol	GPR22
2846	symbol	LPAR4
2846	synonym	GPR23
2846	synonym	LPA4
2846	synonym	P2RY9
2846	synonym	P2Y5-LIKE
2846	synonym	P2Y9
2847	symbol	MCHR1
2847	synonym	GPR24
2847	synonym	MCH-1R
2847	synonym	MCH1R
2847	synonym	SLC-1
2847	synonym	SLC1
2848	symbol	GPR25
2849	symbol	GPR26
2850	symbol	GPR27
2850	synonym	SREB1
2852	symbol	GPER1
2852	synonym	CEPR
2852	synonym	CMKRL2
2852	synonym	DRY12
2852	synonym	FEG-1
2852	synonym	GPCR-Br
2852	synonym	GPER
2852	synonym	GPR30
2852	synonym	LERGU
2852	synonym	LERGU2
2852	synonym	LyGPR
2852	synonym	mER
2853	symbol	GPR31
2853	synonym	12-HETER
2853	synonym	HETER
2853	synonym	HETER1
2854	symbol	GPR32
2854	synonym	RVDR1
2855	symbol	GPR32P1
2855	synonym	GPR32P
2855	synonym	hGPCR39
2856	symbol	GPR33
2857	symbol	GPR34
2857	synonym	LYPSR1
2859	symbol	GPR35
2860	symbol	GPR36
2861	symbol	GPR37
2861	synonym	EDNRBL
2861	synonym	PAELR
2861	synonym	hET(B)R-LP
2862	symbol	MLNR
2862	synonym	GPR38
2862	synonym	MTLR1
2863	symbol	GPR39
2864	symbol	FFAR1
2864	synonym	FFA1R
2864	synonym	GPCR40
2864	synonym	GPR40
2865	symbol	FFAR3
2865	synonym	FFA3R
2865	synonym	GPR41
2866	symbol	GPR42
2866	synonym	FFAR1L
2866	synonym	FFAR3L
2866	synonym	GPR41L
2866	synonym	GPR42P
2867	symbol	FFAR2
2867	synonym	FFA2R
2867	synonym	GPR43
2868	symbol	GRK4
2868	synonym	GPRK2L
2868	synonym	GPRK4
2868	synonym	GRK4a
2868	synonym	IT11
2869	symbol	GRK5
2869	synonym	GPRK5
2870	symbol	GRK6
2870	synonym	GPRK6
2871	symbol	GRK6P1
2871	synonym	GPRK6L
2871	synonym	GPRK6P
2871	synonym	GRK6PS
2872	symbol	MKNK2
2872	synonym	GPRK7
2872	synonym	MNK2
2873	symbol	GPS1
2873	synonym	COPS1
2873	synonym	CSN1
2874	symbol	GPS2
2874	synonym	AMF-1
2875	symbol	GPT
2875	synonym	AAT1
2875	synonym	ALT1
2875	synonym	GPT1
2876	symbol	GPX1
2876	synonym	GPXD
2876	synonym	GSHPX1
2877	symbol	GPX2
2877	synonym	GI-GPx
2877	synonym	GPRP
2877	synonym	GPRP-2
2877	synonym	GPx-2
2877	synonym	GPx-GI
2877	synonym	GSHPX-GI
2877	synonym	GSHPx-2
2878	symbol	GPX3
2878	synonym	GPx-P
2878	synonym	GSHPx-3
2878	synonym	GSHPx-P
2879	symbol	GPX4
2879	synonym	GPx-4
2879	synonym	GSHPx-4
2879	synonym	MCSP
2879	synonym	PHGPx
2879	synonym	snGPx
2879	synonym	snPHGPx
2880	symbol	GPX5
2880	synonym	HEL-S-75p
2882	symbol	GPX7
2882	synonym	CL683
2882	synonym	GPX6
2882	synonym	GPx-7
2882	synonym	GSHPx-7
2882	synonym	NPGPx
2884	symbol	GPX1P2
2884	synonym	GPXL1
2884	synonym	GPXL2
2884	synonym	GPXP2
2884	synonym	GPXP2P
2885	symbol	GRB2
2885	synonym	ASH
2885	synonym	EGFRBP-GRB2
2885	synonym	Grb3-3
2885	synonym	MST084
2885	synonym	MSTP084
2885	synonym	NCKAP2
2886	symbol	GRB7
2887	symbol	GRB10
2887	synonym	GRB-IR
2887	synonym	Grb-10
2887	synonym	IRBP
2887	synonym	MEG1
2887	synonym	RSS
2888	symbol	GRB14
2889	symbol	RAPGEF1
2889	synonym	C3G
2889	synonym	GRF2
2890	symbol	GRIA1
2890	synonym	GLUH1
2890	synonym	GLUR1
2890	synonym	GLURA
2890	synonym	GluA1
2890	synonym	HBGR1
2891	symbol	GRIA2
2891	synonym	GLUR2
2891	synonym	GLURB
2891	synonym	GluA2
2891	synonym	GluR-K2
2891	synonym	HBGR2
2892	symbol	GRIA3
2892	synonym	GLUR-C
2892	synonym	GLUR-K3
2892	synonym	GLUR3
2892	synonym	GLURC
2892	synonym	GluA3
2892	synonym	MRX94
2893	symbol	GRIA4
2893	synonym	GLUR4
2893	synonym	GLUR4C
2893	synonym	GLURD
2893	synonym	GluA4
2894	symbol	GRID1
2894	synonym	GluD1
2895	symbol	GRID2
2895	synonym	GluD2
2895	synonym	SCAR18
2896	symbol	GRN
2896	synonym	CLN11
2896	synonym	GEP
2896	synonym	GP88
2896	synonym	PCDGF
2896	synonym	PEPI
2896	synonym	PGRN
2897	symbol	GRIK1
2897	synonym	EAA3
2897	synonym	EEA3
2897	synonym	GLR5
2897	synonym	GLUR5
2897	synonym	GluK1
2898	symbol	GRIK2
2898	synonym	EAA4
2898	synonym	GLR6
2898	synonym	GLUK6
2898	synonym	GLUR6
2898	synonym	GluK2
2898	synonym	MRT6
2899	symbol	GRIK3
2899	synonym	EAA5
2899	synonym	GLR7
2899	synonym	GLUR7
2899	synonym	GluK3
2899	synonym	GluR7a
2900	symbol	GRIK4
2900	synonym	EAA1
2900	synonym	GRIK
2900	synonym	GluK4
2900	synonym	KA1
2901	symbol	GRIK5
2901	synonym	EAA2
2901	synonym	GRIK2
2901	synonym	GluK5
2901	synonym	KA2
2902	symbol	GRIN1
2902	synonym	GluN1
2902	synonym	MRD8
2902	synonym	NMD-R1
2902	synonym	NMDA1
2902	synonym	NMDAR1
2902	synonym	NR1
2903	symbol	GRIN2A
2903	synonym	EPND
2903	synonym	FESD
2903	synonym	GluN2A
2903	synonym	LKS
2903	synonym	NMDAR2A
2903	synonym	NR2A
2904	symbol	GRIN2B
2904	synonym	EIEE27
2904	synonym	GluN2B
2904	synonym	MRD6
2904	synonym	NMDAR2B
2904	synonym	NR2B
2904	synonym	hNR3
2905	symbol	GRIN2C
2905	synonym	GluN2C
2905	synonym	NMDAR2C
2905	synonym	NR2C
2906	symbol	GRIN2D
2906	synonym	EB11
2906	synonym	GluN2D
2906	synonym	NMDAR2D
2906	synonym	NR2D
2907	symbol	GRINA
2907	synonym	HNRGW
2907	synonym	LFG1
2907	synonym	NMDARA1
2907	synonym	TMBIM3
2908	symbol	NR3C1
2908	synonym	GCCR
2908	synonym	GCR
2908	synonym	GCRST
2908	synonym	GR
2908	synonym	GRL
2909	symbol	ARHGAP35
2909	synonym	GRF-1
2909	synonym	GRLF1
2909	synonym	P190-A
2909	synonym	P190A
2909	synonym	p190ARhoGAP
2909	synonym	p190RhoGAP
2910	symbol	NR3C1P1
2910	synonym	GCR2
2910	synonym	GCRL
2910	synonym	GRLL1
2910	synonym	NR3C1P
2911	symbol	GRM1
2911	synonym	GPRC1A
2911	synonym	MGLU1
2911	synonym	MGLUR1
2911	synonym	PPP1R85
2911	synonym	SCAR13
2912	symbol	GRM2
2912	synonym	GLUR2
2912	synonym	GPRC1B
2912	synonym	MGLUR2
2912	synonym	mGlu2
2913	symbol	GRM3
2913	synonym	GLUR3
2913	synonym	GPRC1C
2913	synonym	MGLUR3
2913	synonym	mGlu3
2914	symbol	GRM4
2914	synonym	GPRC1D
2914	synonym	MGLUR4
2914	synonym	mGlu4
2915	symbol	GRM5
2915	synonym	GPRC1E
2915	synonym	MGLUR5
2915	synonym	PPP1R86
2915	synonym	mGlu5
2916	symbol	GRM6
2916	synonym	CSNB1B
2916	synonym	GPRC1F
2916	synonym	MGLUR6
2916	synonym	mGlu6
2917	symbol	GRM7
2917	synonym	GLUR7
2917	synonym	GPRC1G
2917	synonym	MGLU7
2917	synonym	MGLUR7
2917	synonym	PPP1R87
2918	symbol	GRM8
2918	synonym	GLUR8
2918	synonym	GPRC1H
2918	synonym	MGLUR8
2918	synonym	mGlu8
2919	symbol	CXCL1
2919	synonym	FSP
2919	synonym	GRO1
2919	synonym	GROa
2919	synonym	MGSA
2919	synonym	MGSA-a
2919	synonym	NAP-3
2919	synonym	SCYB1
2920	symbol	CXCL2
2920	synonym	CINC-2a
2920	synonym	GRO2
2920	synonym	GROb
2920	synonym	MGSA-b
2920	synonym	MIP-2a
2920	synonym	MIP2
2920	synonym	MIP2A
2920	synonym	SCYB2
2921	symbol	CXCL3
2921	synonym	CINC-2b
2921	synonym	GRO3
2921	synonym	GROg
2921	synonym	MIP-2b
2921	synonym	MIP2B
2921	synonym	SCYB3
2922	symbol	GRP
2922	synonym	BN
2922	synonym	GRP-10
2922	synonym	preproGRP
2922	synonym	proGRP
2923	symbol	PDIA3
2923	synonym	ER60
2923	synonym	ERp57
2923	synonym	ERp60
2923	synonym	ERp61
2923	synonym	GRP57
2923	synonym	GRP58
2923	synonym	HEL-S-269
2923	synonym	HEL-S-93n
2923	synonym	HsT17083
2923	synonym	P58
2923	synonym	PI-PLC
2925	symbol	GRPR
2925	synonym	BB2
2926	symbol	GRSF1
2928	symbol	GSC2
2928	synonym	GSCL
2931	symbol	GSK3A
2932	symbol	GSK3B
2933	symbol	GSM1
2933	synonym	GSP
2934	symbol	GSN
2934	synonym	ADF
2934	synonym	AGEL
2935	symbol	GSPT1
2935	synonym	551G9.2
2935	synonym	ETF3A
2935	synonym	GST1
2935	synonym	eRF3a
2936	symbol	GSR
2936	synonym	HEL-75
2937	symbol	GSS
2937	synonym	GSHS
2937	synonym	HEL-S-64p
2937	synonym	HEL-S-88n
2938	symbol	GSTA1
2938	synonym	GST2
2938	synonym	GSTA1-1
2938	synonym	GTH1
2939	symbol	GSTA2
2939	synonym	GST2
2939	synonym	GSTA2-2
2939	synonym	GTA2
2939	synonym	GTH2
2940	symbol	GSTA3
2940	synonym	GSTA3-3
2940	synonym	GTA3
2941	symbol	GSTA4
2941	synonym	GSTA4-4
2941	synonym	GTA4
2942	symbol	GSTA6P
2942	synonym	GSTAP1
2944	symbol	GSTM1
2944	synonym	GST1
2944	synonym	GSTM1-1
2944	synonym	GSTM1a-1a
2944	synonym	GSTM1b-1b
2944	synonym	GTH4
2944	synonym	GTM1
2944	synonym	H-B
2944	synonym	MU
2944	synonym	MU-1
2946	symbol	GSTM2
2946	synonym	GST4
2946	synonym	GSTM
2946	synonym	GSTM2-2
2946	synonym	GTHMUS
2947	symbol	GSTM3
2947	synonym	GST5
2947	synonym	GSTB
2947	synonym	GSTM3-3
2947	synonym	GTM3
2948	symbol	GSTM4
2948	synonym	GSTM4-4
2948	synonym	GTM4
2949	symbol	GSTM5
2949	synonym	GSTM5-5
2949	synonym	GTM5
2950	symbol	GSTP1
2950	synonym	DFN7
2950	synonym	FAEES3
2950	synonym	GST3
2950	synonym	GSTP
2950	synonym	HEL-S-22
2950	synonym	PI
2951	symbol	GSTP1P1
2951	synonym	GST3L
2951	synonym	GSTP1P
2951	synonym	GSTPL
2951	synonym	GSTPP
2952	symbol	GSTT1
2953	symbol	GSTT2
2954	symbol	GSTZ1
2954	synonym	GSTZ1-1
2954	synonym	MAAI
2954	synonym	MAI
2956	symbol	MSH6
2956	synonym	GTBP
2956	synonym	GTMBP
2956	synonym	HNPCC5
2956	synonym	HSAP
2956	synonym	p160
2957	symbol	GTF2A1
2957	synonym	TF2A1
2957	synonym	TFIIA
2957	synonym	TFIIA-42
2957	synonym	TFIIAL
2958	symbol	GTF2A2
2958	synonym	HsT18745
2958	synonym	TF2A2
2958	synonym	TFIIA
2959	symbol	GTF2B
2959	synonym	TF2B
2959	synonym	TFIIB
2960	symbol	GTF2E1
2960	synonym	FE
2960	synonym	TF2E1
2960	synonym	TFIIE-A
2961	symbol	GTF2E2
2961	synonym	FE
2961	synonym	TF2E2
2961	synonym	TFIIE-B
2962	symbol	GTF2F1
2962	synonym	BTF4
2962	synonym	RAP74
2962	synonym	TF2F1
2962	synonym	TFIIF
2963	symbol	GTF2F2
2963	synonym	BTF4
2963	synonym	RAP30
2963	synonym	TF2F2
2963	synonym	TFIIF
2964	symbol	GTF2F2P1
2964	synonym	GTF2F2L
2964	synonym	TFIIF
2965	symbol	GTF2H1
2965	synonym	BTF2
2965	synonym	P62
2965	synonym	TFB1
2965	synonym	TFIIH
2966	symbol	GTF2H2
2966	synonym	BTF2
2966	synonym	BTF2P44
2966	synonym	T-BTF2P44
2966	synonym	TFIIH
2966	synonym	p44
2967	symbol	GTF2H3
2967	synonym	BTF2
2967	synonym	P34
2967	synonym	TFB4
2967	synonym	TFIIH
2968	symbol	GTF2H4
2968	synonym	P52
2968	synonym	TFB2
2968	synonym	TFIIH
2969	symbol	GTF2I
2969	synonym	BAP135
2969	synonym	BTKAP1
2969	synonym	DIWS
2969	synonym	GTFII-I
2969	synonym	IB291
2969	synonym	SPIN
2969	synonym	TFII-I
2969	synonym	WBS
2969	synonym	WBSCR6
2970	symbol	GTF2IP1
2970	synonym	WBSCR7
2971	symbol	GTF3A
2971	synonym	AP2
2971	synonym	TFIIIA
2972	symbol	BRF1
2972	synonym	BRF
2972	synonym	BRF-1
2972	synonym	CFDS
2972	synonym	GTF3B
2972	synonym	HEL-S-76p
2972	synonym	TAF3B2
2972	synonym	TAF3C
2972	synonym	TAFIII90
2972	synonym	TF3B90
2972	synonym	TFIIIB90
2972	synonym	hBRF
2973	symbol	GTS
2974	symbol	GUCY1B2
2974	synonym	GC-SB2
2975	symbol	GTF3C1
2975	synonym	TFIIIC
2975	synonym	TFIIIC220
2975	synonym	TFIIICalpha
2976	symbol	GTF3C2
2976	synonym	TFIIIC-BETA
2976	synonym	TFIIIC110
2977	symbol	GUCY1A2
2977	synonym	GC-SA2
2977	synonym	GUC1A2
2978	symbol	GUCA1A
2978	synonym	C6orf131
2978	synonym	COD3
2978	synonym	CORD14
2978	synonym	GCAP
2978	synonym	GCAP1
2978	synonym	GUCA
2978	synonym	GUCA1
2978	synonym	dJ139D8.6
2979	symbol	GUCA1B
2979	synonym	GCAP2
2979	synonym	GUCA2
2979	synonym	RP48
2980	symbol	GUCA2A
2980	synonym	GCAP-I
2980	synonym	GUCA2
2980	synonym	STARA
2981	symbol	GUCA2B
2981	synonym	GCAP-II
2981	synonym	UGN
2982	symbol	GUCY1A3
2982	synonym	GC-SA3
2982	synonym	GUC1A3
2982	synonym	GUCA3
2982	synonym	GUCSA3
2982	synonym	GUCY1A1
2982	synonym	MYMY6
2983	symbol	GUCY1B3
2983	synonym	GC-S-beta-1
2983	synonym	GC-SB3
2983	synonym	GUC1B3
2983	synonym	GUCB3
2983	synonym	GUCSB3
2983	synonym	GUCY1B1
2984	symbol	GUCY2C
2984	synonym	DIAR6
2984	synonym	GUC2C
2984	synonym	MECIL
2984	synonym	MUCIL
2984	synonym	STAR
2986	symbol	GUCY2F
2986	synonym	CYGF
2986	synonym	GC-F
2986	synonym	GUC2DL
2986	synonym	GUC2F
2986	synonym	RETGC-2
2986	synonym	ROS-GC2
2987	symbol	GUK1
2987	synonym	GMK
2988	symbol	GUK2
2989	symbol	GULOP
2989	synonym	GULO
2989	synonym	SCURVY
2990	symbol	GUSB
2990	synonym	BG
2990	synonym	MPS7
2992	symbol	GYG1
2992	synonym	GSD15
2992	synonym	GYG
2993	symbol	GYPA
2993	synonym	CD235a
2993	synonym	GPA
2993	synonym	GPErik
2993	synonym	GPSAT
2993	synonym	HGpMiV
2993	synonym	HGpMiXI
2993	synonym	HGpSta(C)
2993	synonym	MN
2993	synonym	MNS
2993	synonym	PAS-2
2994	symbol	GYPB
2994	synonym	CD235b
2994	synonym	GPB
2994	synonym	MNS
2994	synonym	PAS-3
2994	synonym	SS
2995	symbol	GYPC
2995	synonym	CD236
2995	synonym	CD236R
2995	synonym	GE
2995	synonym	GPC
2995	synonym	GPD
2995	synonym	GYPD
2995	synonym	PAS-2
2995	synonym	PAS-2'
2996	symbol	GYPE
2996	synonym	GPE
2996	synonym	MNS
2996	synonym	MiIX
2997	symbol	GYS1
2997	synonym	GSY
2997	synonym	GYS
2998	symbol	GYS2
2999	symbol	GZMH
2999	synonym	CCP-X
2999	synonym	CGL-2
2999	synonym	CSP-C
2999	synonym	CTLA1
2999	synonym	CTSGL2
3000	symbol	GUCY2D
3000	synonym	CORD5
3000	synonym	CORD6
3000	synonym	CYGD
3000	synonym	GUC1A4
3000	synonym	GUC2D
3000	synonym	LCA
3000	synonym	LCA1
3000	synonym	RCD2
3000	synonym	RETGC-1
3000	synonym	ROS-GC1
3000	synonym	ROSGC
3000	synonym	retGC
3001	symbol	GZMA
3001	synonym	CTLA3
3001	synonym	HFSP
3002	symbol	GZMB
3002	synonym	CCPI
3002	synonym	CGL-1
3002	synonym	CGL1
3002	synonym	CSP-B
3002	synonym	CSPB
3002	synonym	CTLA1
3002	synonym	CTSGL1
3002	synonym	HLP
3002	synonym	SECT
3003	symbol	GZMK
3003	synonym	TRYP2
3004	symbol	GZMM
3004	synonym	LMET1
3004	synonym	MET1
3005	symbol	H1F0
3005	synonym	H10
3005	synonym	H1FV
3006	symbol	HIST1H1C
3006	synonym	H1.2
3006	synonym	H1C
3006	synonym	H1F2
3006	synonym	H1s-1
3007	symbol	HIST1H1D
3007	synonym	H1.3
3007	synonym	H1D
3007	synonym	H1F3
3007	synonym	H1s-2
3008	symbol	HIST1H1E
3008	synonym	H1.4
3008	synonym	H1E
3008	synonym	H1F4
3008	synonym	H1s-4
3008	synonym	dJ221C16.5
3009	symbol	HIST1H1B
3009	synonym	H1
3009	synonym	H1.5
3009	synonym	H1B
3009	synonym	H1F5
3009	synonym	H1s-3
3010	symbol	HIST1H1T
3010	synonym	H1.6
3010	synonym	H1FT
3010	synonym	H1t
3010	synonym	dJ221C16.2
3012	symbol	HIST1H2AE
3012	synonym	H2A.1
3012	synonym	H2A.2
3012	synonym	H2A/a
3012	synonym	H2AFA
3013	symbol	HIST1H2AD
3013	synonym	H2A.3
3013	synonym	H2A/g
3013	synonym	H2AFG
3014	symbol	H2AFX
3014	synonym	H2A.X
3014	synonym	H2A/X
3014	synonym	H2AX
3015	symbol	H2AFZ
3015	synonym	H2A.Z-1
3015	synonym	H2A.z
3015	synonym	H2A/z
3015	synonym	H2AZ
3017	symbol	HIST1H2BD
3017	synonym	H2B.1B
3017	synonym	H2B/b
3017	synonym	H2BFB
3017	synonym	HIRIP2
3017	synonym	dJ221C16.6
3018	symbol	HIST1H2BB
3018	synonym	H2B.1
3018	synonym	H2B/f
3018	synonym	H2BFF
3020	symbol	H3F3A
3020	synonym	H3.3A
3020	synonym	H3F3
3021	symbol	H3F3B
3021	synonym	H3.3B
3024	symbol	HIST1H1A
3024	synonym	H1.1
3024	synonym	H1A
3024	synonym	H1F1
3024	synonym	HIST1
3026	symbol	HABP2
3026	synonym	FSAP
3026	synonym	HABP
3026	synonym	HGFAL
3026	synonym	PHBP
3028	symbol	HSD17B10
3028	synonym	17b-HSD10
3028	synonym	ABAD
3028	synonym	CAMR
3028	synonym	DUPXp11.22
3028	synonym	ERAB
3028	synonym	HADH2
3028	synonym	HCD2
3028	synonym	MHBD
3028	synonym	MRPP2
3028	synonym	MRX17
3028	synonym	MRX31
3028	synonym	MRXS10
3028	synonym	SCHAD
