GeneID	type	symbol
574442	synonym	mir-489
574443	symbol	MIR490
574443	synonym	MIRN490
574443	synonym	hsa-mir-490
574443	synonym	miR-490
574444	symbol	MIR491
574444	synonym	MIRN491
574444	synonym	hsa-mir-491
574444	synonym	mir-491
574445	symbol	MIR511
574445	synonym	MIR511-1
574445	synonym	MIR511-2
574445	synonym	MIRN511-1
574445	synonym	MIRN511-2
574445	synonym	hsa-mir-511
574445	synonym	hsa-mir-511-2
574445	synonym	mir-511
574447	symbol	MIR146B
574447	synonym	MIRN146B
574447	synonym	miRNA146B
574447	synonym	mir-146b
574448	symbol	MIR202
574448	synonym	MIRN202
574448	synonym	hsa-mir-202
574448	synonym	mir-202
574449	symbol	MIR492
574449	synonym	MIRN492
574449	synonym	hsa-mir-492
574450	symbol	MIR493
574450	synonym	MIRN493
574450	synonym	hsa-mir-493
574450	synonym	mir-493
574451	symbol	MIR432
574451	synonym	MIRN432
574451	synonym	hsa-mir-432
574451	synonym	mir-432
574452	symbol	MIR494
574452	synonym	MIRN494
574452	synonym	hsa-mir-494
574452	synonym	mir-494
574453	symbol	MIR495
574453	synonym	MIRN495
574453	synonym	hsa-mir-495
574453	synonym	mir-495
574454	symbol	MIR496
574454	synonym	MIRN496
574454	synonym	hsa-mir-496
574454	synonym	mir-496
574455	symbol	MIR193B
574455	synonym	MIRN193B
574455	synonym	mir-193b
574456	symbol	MIR497
574456	synonym	MIRN497
574456	synonym	hsa-mir-497
574456	synonym	mir-497
574457	symbol	MIR181D
574457	synonym	MIRN181D
574457	synonym	mir-181d
574458	symbol	MIR512-1
574458	synonym	MIRN512-1
574458	synonym	mir-512-1
574459	symbol	MIR512-2
574459	synonym	MIRN512-2
574459	synonym	mir-512-2
574460	symbol	MIR498
574460	synonym	MIRN498
574460	synonym	hsa-mir-498
574460	synonym	mir-498
574461	symbol	MIR520E
574461	synonym	MIRN520E
574462	symbol	MIR515-1
574462	synonym	MIRN515-1
574463	symbol	MIR519E
574463	synonym	MIRN519E
574464	symbol	MIR520F
574464	synonym	MIRN520F
574464	synonym	mir-520f
574465	symbol	MIR515-2
574465	synonym	MIRN515-2
574466	symbol	MIR519C
574466	synonym	MIRN519C
574466	synonym	mir-519c
574467	symbol	MIR520A
574467	synonym	MIRN520A
574468	symbol	MIR526B
574468	synonym	MIRN526B
574469	symbol	MIR519B
574469	synonym	MIRN519B
574469	synonym	mir-519b
574470	symbol	MIR525
574470	synonym	MIRN525
574470	synonym	hsa-mir-525
574471	symbol	MIR523
574471	synonym	MIRN523
574471	synonym	hsa-mir-523
574471	synonym	mir-523
574472	symbol	MIR518F
574472	synonym	MIRN518F
574473	symbol	MIR520B
574473	synonym	MIRN520B
574474	symbol	MIR518B
574474	synonym	MIRN518B
574474	synonym	mir-518b
574475	symbol	MIR526A1
574475	synonym	MIRN526A-1
574475	synonym	MIRN526A1
574476	symbol	MIR520C
574476	synonym	MIRN520C
574477	symbol	MIR518C
574477	synonym	MIRN518C
574478	symbol	MIR524
574478	synonym	MIRN524
574478	synonym	hsa-mir-524
574478	synonym	mir-524
574479	symbol	MIR517A
574479	synonym	MIRN517A
574479	synonym	mir-517a
574480	symbol	MIR519D
574480	synonym	MIRN519D
574480	synonym	mir-519d
574481	symbol	MIR521-2
574481	synonym	MIRN521-2
574481	synonym	mir-521-2
574482	symbol	MIR520D
574482	synonym	MIRN520D
574483	symbol	MIR517B
574483	synonym	MIRN517B
574483	synonym	mir-517b
574484	symbol	MIR520G
574484	synonym	MIRN520G
574484	synonym	mir-520g
574485	symbol	MIR516B2
574485	synonym	MIRN516-3
574485	synonym	MIRN516B-2
574485	synonym	MIRN516B2
574485	synonym	mir-516b-2
574486	symbol	MIR526A2
574486	synonym	MIRN526A-2
574486	synonym	MIRN526A2
574487	symbol	MIR518E
574487	synonym	MIRN518E
574487	synonym	mir-518e
574488	symbol	MIR518A1
574488	synonym	MIRN518A-1
574488	synonym	MIRN518A1
574488	synonym	mir-518a-1
574489	symbol	MIR518D
574489	synonym	MIRN518D
574490	symbol	MIR516B1
574490	synonym	MIRN516-4
574490	synonym	MIRN516B-1
574490	synonym	MIRN516B1
574490	synonym	mir-516b-1
574491	symbol	MIR518A2
574491	synonym	MIRN518A-2
574491	synonym	MIRN518A2
574491	synonym	mir-518a-2
574492	symbol	MIR517C
574492	synonym	MIRN517C
574493	symbol	MIR520H
574493	synonym	MIRN520H
574494	symbol	MIR521-1
574494	synonym	MIRN521-1
574494	synonym	mir-521-1
574495	symbol	MIR522
574495	synonym	MIRN522
574495	synonym	hsa-mir-522
574495	synonym	mir-522
574496	symbol	MIR519A1
574496	synonym	MIRN519A-1
574496	synonym	MIRN519A1
574496	synonym	mir-519a-1
574497	symbol	MIR527
574497	synonym	MIRN527
574497	synonym	hsa-mir-527
574498	symbol	MIR516A1
574498	synonym	MIRN516-1
574498	synonym	MIRN516A-1
574498	synonym	MIRN516A1
574498	synonym	mir-516a-1
574499	symbol	MIR516A2
574499	synonym	MIRN516-2
574499	synonym	MIRN516A-2
574499	synonym	MIRN516A2
574499	synonym	mir-516a-2
574500	symbol	MIR519A2
574500	synonym	MIRN519A-2
574500	synonym	MIRN519A2
574500	synonym	mir-519a-2
574501	symbol	MIR499A
574501	synonym	MIR499
574501	synonym	MIRN499
574501	synonym	hsa-mir-499a
574501	synonym	mir-499a
574502	symbol	MIR500A
574502	synonym	MIR500
574502	synonym	MIRN500
574502	synonym	hsa-mir-500
574502	synonym	hsa-mir-500a
574502	synonym	mir-500a
574503	symbol	MIR501
574503	synonym	MIRN501
574503	synonym	hsa-mir-501
574503	synonym	mir-501
574504	symbol	MIR502
574504	synonym	MIRN502
574504	synonym	hsa-mir-502
574504	synonym	mir-502
574505	symbol	MIR450A2
574505	synonym	MIRN450-2
574505	synonym	MIRN450A-2
574505	synonym	MIRN450A2
574505	synonym	mir-450a-2
574506	symbol	MIR503
574506	synonym	MIRN503
574506	synonym	hsa-mir-503
574506	synonym	mir-503
574507	symbol	MIR504
574507	synonym	MIRN504
574507	synonym	hsa-mir-504
574507	synonym	mir-504
574508	symbol	MIR505
574508	synonym	MIRN505
574508	synonym	hsa-mir-505
574508	synonym	mir-505
574509	symbol	MIR513A1
574509	synonym	MIRN513-1
574509	synonym	MIRN513A1
574510	symbol	MIR513A2
574510	synonym	MIRN513-2
574510	synonym	MIRN513A-2
574510	synonym	MIRN513A2
574510	synonym	hsa-mir-513a-2
574511	symbol	MIR506
574511	synonym	MIRN506
574511	synonym	hsa-mir-506
574511	synonym	mir-506
574512	symbol	MIR507
574512	synonym	MIRN507
574512	synonym	hsa-mir-507
574512	synonym	mir-507
574513	symbol	MIR508
574513	synonym	MIRN508
574513	synonym	hsa-mir-508
574514	symbol	MIR509-1
574514	synonym	MIRN509
574514	synonym	MIRN509-1
574514	synonym	hsa-mir-509
574514	synonym	mir-509-1
574515	symbol	MIR510
574515	synonym	MIRN510
574515	synonym	hsa-mir-510
574515	synonym	mir-510
574516	symbol	MIR514A1
574516	synonym	MIR514-1
574516	synonym	MIRN514-1
574516	synonym	hsa-mir-514a-1
574516	synonym	mir-514a-1
574517	symbol	MIR514A2
574517	synonym	MIR514-2
574517	synonym	MIRN514-2
574517	synonym	hsa-mir-514a-2
574518	symbol	MIR514A3
574518	synonym	MIR514-3
574518	synonym	MIRN514-3
574518	synonym	hsa-mir-514a-3
574532	symbol	NUDT15P1
574533	symbol	NUDT15P2
574536	symbol	DPY19L1P2
574536	synonym	THC1072510
574537	symbol	UGT2A2
574538	symbol	LOC574538
594832	symbol	MYP11
594837	symbol	SNORD101
594837	synonym	U101
594838	symbol	SNORD100
594838	synonym	HBII-429
594839	symbol	SNORA33
594839	synonym	ACA33
594840	symbol	ZFAT-AS1
594840	synonym	NCRNA00070
594840	synonym	SAS-ZFAT
594840	synonym	ZFAT-AS
594840	synonym	ZFATAS
594841	symbol	WDR45P
594842	symbol	HAS2-AS1
594842	synonym	HAS2-AS
594842	synonym	HAS2AS
594842	synonym	HASNT
594842	synonym	NCRNA00077
594855	symbol	CPLX3
594855	synonym	CPX-III
594855	synonym	CPXIII
594855	synonym	Nbla11589
594857	symbol	NPS
595097	symbol	SNORD16
595097	synonym	U16
595098	symbol	SNORD18A
595098	synonym	U18A
595099	symbol	SNORD18B
595099	synonym	U18B
595100	symbol	SNORD18C
595100	synonym	U18C
595101	symbol	SMG1P5
595135	symbol	PGM5P2
606293	symbol	KLKP1
606293	synonym	KARMA
606293	synonym	KLK31P
606293	synonym	KRSP1
606293	synonym	PsiKLK1
606293	synonym	YKLK1
606495	symbol	CYB5RL
606500	symbol	SNORD68
606500	synonym	HBII-202
606523	symbol	DFNB57
606551	symbol	UBE2MP1
606553	symbol	C8orf49
606553	synonym	G4DM
606719	symbol	DFNB66
606724	symbol	LOC606724
613037	symbol	LOC613037
613038	symbol	LOC613038
613126	symbol	CYP51A1-AS1
613126	synonym	LRRD1-AS1
613204	symbol	IFITM8P
613206	symbol	LOC613206
613209	symbol	DEFB135
613209	synonym	DEFB136
613210	symbol	DEFB136
613210	synonym	DEFB137
613211	symbol	DEFB134
613212	symbol	CTXN3
613212	synonym	KABE
613227	symbol	HIGD1C
613227	synonym	GM921
613253	symbol	DEFA1A3
613253	synonym	DEFA1
613253	synonym	DEFA3
613253	synonym	DEFT1P
613266	symbol	LOC613266
619189	symbol	SERINC4
619190	symbol	FDPSP2
619190	synonym	FDPSL2
619190	synonym	FDPSL2A
619190	synonym	FPSL2
619207	symbol	SCART1
619208	symbol	FAM229B
619208	synonym	C6orf225
619211	symbol	DFNB58
619212	symbol	PA2G4P3
619212	synonym	HsT2542
619212	synonym	PA2G4L4
619279	symbol	ZNF704
619279	synonym	Gig1
619343	symbol	ERICH1-AS1
619343	synonym	C8orf68
619344	symbol	LINC01298
619344	synonym	C8orf69
619349	symbol	SETP3
619349	synonym	SETP13
619351	symbol	LINC00589
619351	synonym	C8orf75
619370	symbol	MCDR4
619373	symbol	MBOAT4
619373	synonym	FKSG89
619373	synonym	GOAT
619373	synonym	OACT4
619379	symbol	SPG29
619383	symbol	SCARNA9
619383	synonym	Z32
619383	synonym	mgU2-19/30
619394	symbol	SPOAN
619397	symbol	FEB6
619398	symbol	FEB5
619399	symbol	ETL2
619399	synonym	FTLE
619402	symbol	HPC5
619404	symbol	CTRCT35
619404	synonym	CATCN1
619405	symbol	AIS4
619405	synonym	VAMAS5
619406	symbol	HPE8
619407	symbol	MSSD
619408	symbol	PSNP2
619409	symbol	MDCMP
619410	symbol	NEDE
619411	symbol	LVNC2
619418	symbol	FAM90A21P
619423	symbol	FAM85A
619426	symbol	C8orf60
619427	symbol	LOC619427
619431	symbol	FAM85B
619434	symbol	LINC00051
619434	synonym	C8orf43
619434	synonym	NCRNA00051
619443	symbol	RPS26P7
619443	synonym	HsT24280
619443	synonym	RPS26_15_908
619445	symbol	RPL10P3
619445	synonym	bA567J2.2
619448	symbol	RPS12P2
619448	synonym	RPS12_9_1071
619448	synonym	bA40F6.3
619449	symbol	RPIAP1
619452	symbol	RPS29P2
619452	synonym	HsT23291
619452	synonym	RPS29_12_897
619455	symbol	SPANXA2-OT1
619455	synonym	CXorf18
619457	symbol	UBE2WP1
619457	synonym	UBE2WP
619464	symbol	RPL31P9
619465	symbol	ERVK-8
619465	synonym	ERVK8
619465	synonym	HERV-K115
619465	synonym	envK6
619468	symbol	RCM2
619469	symbol	DELYQ11
619469	synonym	CYDELq11
619469	synonym	SCO
619469	synonym	SPGFY1
619471	symbol	PPR3
619475	symbol	PFM3
619477	symbol	GCCD3
619477	synonym	FGD2
619477	synonym	FGD3
619477	synonym	GCCD2
619478	symbol	ATFB2
619479	symbol	STQTL5
619480	symbol	MDBS2
619488	symbol	SCZD12
619493	symbol	PAND2
619496	symbol	CMT2H
619498	symbol	SNORD74
619498	synonym	U74
619498	synonym	Z18
619499	symbol	SNORA27
619499	synonym	ACA27
619501	symbol	HCC
619503	symbol	FIQTL1
619503	synonym	FSI
619505	symbol	SNORA21
619505	synonym	ACA21
619509	symbol	WTRS
619510	symbol	AMCX5
619511	symbol	MHB
619518	symbol	SSBP3-AS1
619518	synonym	C1orf191
619518	synonym	MST128
619518	synonym	MSTP128
619519	symbol	TWF1P1
619519	synonym	A6ps1
619519	synonym	PTK9P
619519	synonym	PTK9P1
619536	symbol	BPPV
619537	symbol	VV
619538	symbol	OMS
619538	synonym	COME/ROM
619539	symbol	LOC619539
619540	symbol	LOC619540
619552	symbol	MIR483
619552	synonym	MIRN483
619552	synonym	hsa-mir-483
619552	synonym	mir-483
619553	symbol	MIR484
619553	synonym	MIRN484
619553	synonym	hsa-mir-484
619553	synonym	mir-484
619554	symbol	MIR486-1
619554	synonym	MIR486
619554	synonym	MIRN486
619554	synonym	hsa-mir-486
619554	synonym	hsa-mir-486-1
619554	synonym	mir-486-1
619555	symbol	MIR487A
619555	synonym	MIRN487
619555	synonym	MIRN487A
619555	synonym	hsa-mir-487
619555	synonym	mir-487a
619556	symbol	MIR455
619556	synonym	MIRN455
619556	synonym	hsa-mir-455
619556	synonym	mir-455
619562	symbol	SNORA45A
619562	synonym	ACA3
619562	synonym	SNORA3
619563	symbol	SNORA7A
619563	synonym	ACA7
619564	symbol	SNORD72
619564	synonym	HBII-240
619565	symbol	SNORA52
619565	synonym	ACA52
619567	symbol	SNORD2
619567	synonym	R39B
619567	synonym	SNR39B
619568	symbol	SNORA4
619568	synonym	ACA4
619569	symbol	SNORA41
619569	synonym	ACA41
619570	symbol	SNORD95
619570	synonym	U95
619571	symbol	SNORD96A
619571	synonym	U96A
641293	symbol	RPL21P19
641293	synonym	RPL21_7_151
641298	symbol	SMG1P1
641311	symbol	RPL31P11
641311	synonym	RPL31_1_108
641312	symbol	SAR1AP2
641312	synonym	SAR1P2
641312	synonym	SARA1P
641314	symbol	LINC00594
641314	synonym	C15orf36
641339	symbol	ZNF674
641339	synonym	MRX92
641339	synonym	ZNF673B
641364	symbol	SLC7A11-AS1
641365	symbol	LINC00616
641367	symbol	LOC641367
641371	symbol	ACOT1
641371	synonym	ACH2
641371	synonym	CTE-1
641371	synonym	LACH2
641372	symbol	ACOT6
641372	synonym	C14orf42
641372	synonym	c14_5530
641373	symbol	NRON
641373	synonym	NCRNA00194
641378	symbol	LOC641378
641379	symbol	ARL5AP4
641380	symbol	ARL5AP2
641381	symbol	LOC641381
641382	symbol	ARL5AP1
641384	symbol	TMEM75
641433	symbol	RP32
641451	symbol	SNORA19
641451	synonym	ACA19
641455	symbol	POTEM
641455	synonym	ACT
641455	synonym	P704P
641455	synonym	POTE14beta
641456	symbol	CRIP1P2
641457	symbol	CRIP1P4
641467	symbol	TSC22D1-AS1
641510	symbol	LOC641510
641515	symbol	MGAT4EP
641516	symbol	KC6
641517	symbol	DEFB109P1B
641517	synonym	DEF109P1B
641517	synonym	DEFB109
641518	symbol	LEF1-AS1
641518	synonym	LEF1NAT
641556	symbol	RPL36AP6
641556	synonym	RPL36A_12_1002
641556	synonym	bA380I20.1
641589	symbol	LOC641589
641613	symbol	RPL21P5
641614	symbol	RPL23AP8
641614	synonym	RPL23AP9
641614	synonym	RPL23A_34_1351
641616	symbol	RPL9P3
641616	synonym	RPL9_8_1354
641638	symbol	SNHG6
641638	synonym	HBII-276HG
641638	synonym	NCRNA00058
641638	synonym	U87HG
641648	symbol	SNORD87
641648	synonym	HBII-276
641648	synonym	U87
641649	symbol	TMEM91
641649	synonym	DSPC3
641649	synonym	IFITMD6
641654	symbol	HEPN1
641695	symbol	LOC641695
641700	symbol	ECSCR
641700	synonym	ARIA
641700	synonym	ECSM2
641702	symbol	FAM138F
641702	synonym	F379
641708	symbol	LOC641708
641737	symbol	LOC641737
641746	symbol	LOC641746
641776	symbol	SPDYE14P
641790	symbol	RPL31P39
641790	synonym	RPL31_11_842
641808	symbol	FAM185BP
641808	synonym	FAM185B
641842	symbol	SLC23A4P
641842	synonym	SLC23A4
641922	symbol	UNC93B2
641922	synonym	UNC93B2P
641924	symbol	FAM86LP
641928	symbol	FLJ16734
641977	symbol	SEPT7P2
641977	synonym	SEPT13
641977	synonym	SEPT7B
642006	symbol	GUSBP10
642007	symbol	GUSBP12
642131	symbol	LOC642131
642204	symbol	LOC642204
642236	symbol	LOC642236
642249	symbol	LOC642249
642259	symbol	GAPDHP70
642259	synonym	GAPDHL15
642259	synonym	GAPDL15
642262	symbol	LOC642262
642273	symbol	FAM110C
642280	symbol	ZNF876P
642288	symbol	CSPG4P9
642290	symbol	SLC25A1P5
642305	symbol	MAPRE1P2
642306	symbol	RPL19P15
642306	synonym	RPL19_10_1014
642311	symbol	BMS1P15
642316	symbol	LOC642316
642317	symbol	GAPDHP15
642317	synonym	GAPDH-Lp
642317	synonym	GAPDP15
642317	synonym	b55C20.4
642319	symbol	TAGLN2P2
642320	symbol	RPL36AP31
642320	synonym	RPL36A_13_923
642326	symbol	CCNYL3
642335	symbol	LOC642335
642337	symbol	FTLP17
642345	symbol	MIR4500HG
642355	symbol	LOC642355
642357	symbol	EEF1GP5
642361	symbol	LOC642361
642366	symbol	LOC642366
642381	symbol	LOC642381
642389	symbol	RBM17P2
642394	symbol	ADARB2-AS1
642394	synonym	C10orf109
642394	synonym	NCRNA00168
642394	synonym	bA466B20.1
642395	symbol	PSPC1P1
642402	symbol	GOLGA6L17P
642402	synonym	GOLGA6L21P
642413	symbol	CTSLP6
642413	synonym	CTSL1P6
642413	synonym	CTSLL6
642413	synonym	bA479O17.1
642414	symbol	LOC642414
642422	symbol	LOC642422
642423	symbol	LOC642423
642424	symbol	IGKV1OR10-1
642425	symbol	TRIM53BP
642425	synonym	TRIM53B
642425	synonym	TRIM53L
642425	synonym	TRIM53L1
642425	synonym	TRIM80P
642426	symbol	LOC642426
642441	symbol	LOC642441
642443	symbol	ADH5P4
642443	synonym	ADH5B
642443	synonym	RCADH5
642443	synonym	bA707M13.2
642446	symbol	TRIM64B
642448	symbol	KRT18P23
642451	symbol	RPL7P46
642451	synonym	RPL7_26_1472
642452	symbol	LOC642452
642460	symbol	ANKRD30BP1
642460	synonym	ANKRD30BP
642460	synonym	C21orf110
642460	synonym	PRED4
642461	symbol	IARS2P1
642474	symbol	LOC642474
642475	symbol	MROH6
642475	synonym	C8orf73
642477	symbol	LINC01296
642484	symbol	LOC642484
642487	symbol	LOC642487
642489	symbol	FKBP1C
642489	synonym	bA184C23.2
642490	symbol	LOC642490
642493	symbol	RPL29P25
642493	synonym	RPL29_15_1277
642496	symbol	LOC642496
642502	symbol	LOC642502
642513	symbol	KCTD9P6
642515	symbol	LOC642515
642517	symbol	AGAP9
642517	synonym	AGAP-9
642517	synonym	CTGLF6
642517	synonym	bA301J7.2
642521	symbol	C1DP3
642521	synonym	bA369J21.2
642531	symbol	RPL36P11
642531	synonym	RPL36_1_620
642533	symbol	LOC642533
642538	symbol	C1DP2
642538	synonym	bA369J21.3
642546	symbol	HK2P1
642546	synonym	HK2P
642550	symbol	LOC642550
642554	symbol	LOC642554
642559	symbol	POU5F1P3
642559	synonym	OCT4-pg3
642559	synonym	OTF3L
642559	synonym	POU5F1L
642559	synonym	POU5FLC12
642569	symbol	TRIM53AP
642569	synonym	TRIM53
642569	synonym	TRIM53P
642569	synonym	TRIM80P
642574	symbol	LOC642574
642579	symbol	LOC642579
642580	symbol	HSPA8P14
642585	symbol	VDAC1P1
642585	synonym	VDAC1P
642587	symbol	MIR205HG
642587	synonym	LINC00510
642590	symbol	LOC642590
642592	symbol	EIF5AP4
642592	synonym	EIF5AL3
642597	symbol	C18orf42
642612	symbol	TRIM49C
642612	synonym	TRIM49L2
642614	symbol	LOC642614
642620	symbol	LOC642620
642623	symbol	UBTFL1
642623	synonym	C11orf27
642623	synonym	HMGPI
642627	symbol	MYL6P4
642631	symbol	TSPY15P
642633	symbol	FAM230B
642635	symbol	LOC642635
642636	symbol	RAD21L1
642636	synonym	RAD21L
642636	synonym	dJ545L17.2
642641	symbol	RPSAP54
642641	synonym	RPSA_26_1300
642643	symbol	LOC642643
642648	symbol	LOC642648
642652	symbol	RARRES2P8
642658	symbol	SCX
642658	synonym	SCXA
642658	synonym	SCXB
642658	synonym	bHLHa48
642659	symbol	HNRNPA1P48
642661	symbol	LOC642661
642663	symbol	CICP17
642669	symbol	LOC642669
642677	symbol	LOC642677
642683	symbol	LOC642683
642687	symbol	RPS11P7
642687	synonym	RPS11_4_1771
642691	symbol	FLJ37786
642692	symbol	LOC642692
642696	symbol	LOC642696
642721	symbol	CBX3P6
642730	symbol	LOC642730
642737	symbol	SETP22
642738	symbol	RPL21P69
642738	synonym	RPL21_27_774
642740	symbol	RPL9P11
642740	synonym	RPL9_1_9
642741	symbol	RPL3P7
642741	synonym	RPL3_3_732
642746	symbol	EIF4A1P9
642757	symbol	TBC1D22A-AS1
642762	symbol	ABCD1P5
642776	symbol	LOC642776
642778	symbol	NPIPA3
642791	symbol	LOC642791
642796	symbol	TSPY18P
642797	symbol	DNAH10OS
642799	symbol	NPIPA2
642799	synonym	NPIP
642802	symbol	CCDC137P
642812	symbol	API5P1
642812	synonym	API5L1
642817	symbol	LOC642817
642818	symbol	ST13P21
642819	symbol	ZNF487
642819	synonym	KRBO1
642819	synonym	ZNF487P
642826	symbol	BMS1P6
642826	synonym	BMS1LP2
642826	synonym	BMS1LP6
642826	synonym	BMS1P2
642826	synonym	bA302K17.2
642828	symbol	RPL6P10
642828	synonym	RPL6_9_488
642840	symbol	MEP1AP1
642840	synonym	MEP1AL1
642843	symbol	CPSF4L
642846	symbol	LOC642846
642852	symbol	LOC642852
642862	symbol	LOC642862
642864	symbol	SPATA42
642864	synonym	AKNAD1-AS1
642864	synonym	SRG7
642869	symbol	SETP4
642879	symbol	SMARCE1P4
642888	symbol	CNN2P2
642889	symbol	FLJ16423
642890	symbol	LOC642890
642891	symbol	CHL1-AS2
642892	symbol	RPS29P3
642892	synonym	RPS29_7_451
642892	synonym	bcm2758
642897	symbol	LOC642897
642907	symbol	NIFKP8
642907	synonym	MKI67IPP8
642909	symbol	CTBP2P4
642924	symbol	LINC00535
642929	symbol	LOC642929
642934	symbol	LOC642934
642935	symbol	ADAMTS7P4
642938	symbol	FAM196A
642938	synonym	C10orf141
642943	symbol	LOC642943
642946	symbol	FLVCR1-AS1
642946	synonym	LQK1
642946	synonym	NCRNA00292
642947	symbol	LOC642947
642952	symbol	SNX18P2
642954	symbol	RBBP4P1
642954	synonym	RBBP4P
642956	symbol	FABP5P9
642956	synonym	FABP5L9
642958	symbol	HNRNPA1P55
642959	symbol	ALOX15P2
642968	symbol	FAM163B
642968	synonym	C9orf166
642969	symbol	LOC642969
642975	symbol	LOC642975
642976	symbol	GRIK1-AS1
642976	synonym	C21orf9
642976	synonym	GRIK1-AS
642976	synonym	GRIK1AS
642976	synonym	NCRNA00110
642980	symbol	LOC642980
642987	symbol	TMEM232
642996	symbol	NFE2L3P1
643001	symbol	DUX4L17
643001	synonym	DUXY3
643003	symbol	RPS26P28
643003	synonym	RPS26_11_544
643007	symbol	RPL36AP8
643007	synonym	RPL36A_20_1424
643008	symbol	SMIM5
643008	synonym	C17orf109
643008	synonym	PP12104
643014	symbol	LOC643014
643015	symbol	LOC643015
643031	symbol	MTND5P10
643034	symbol	DUX4L19
643034	synonym	DUXY4
643036	symbol	SLED1
643037	symbol	C11orf97
643037	synonym	LINC01171
643043	symbol	LOC643043
643050	symbol	ACTR3BP1
643058	symbol	LOC643058
643067	symbol	LOC643067
643072	symbol	LOC643072
643085	symbol	LOC643085
643101	symbol	RPL26P22
643101	synonym	RPL26_5_860
643115	symbol	KRT223P
643118	symbol	LOC643118
643126	symbol	TRIM51JP
643136	symbol	ZC3H11B
643136	synonym	ZC3HDC11B
643155	symbol	SMIM15
643155	synonym	C5orf43
643157	symbol	MEP1AP4
643159	symbol	ATF4P3
643159	synonym	ATF4C
643160	symbol	CYMP
643161	symbol	FAM25A
643161	synonym	bA96C23.5
643162	symbol	DKFZP779L1853
643167	symbol	LOC643167
643168	symbol	LOC643168
643171	symbol	GGT4P
643172	symbol	LOC643172
643180	symbol	CCT6P3
643180	synonym	CCT6-3P
643181	symbol	FADS2P1
643182	symbol	UBTFL8
643193	symbol	CALM2P4
643198	symbol	RBPJP6
643199	symbol	TAB3P1
643201	symbol	LOC643201
643205	symbol	RPL36P8
643205	synonym	RPL36_4_490
643210	symbol	EHMT1-IT1
643219	symbol	LOC643219
643220	symbol	RPL3P6
643220	synonym	RPL3_2_568
643224	symbol	TUBBP5
643226	symbol	GRXCR2
643226	synonym	DFNB101
643228	symbol	GAPDHP30
643232	symbol	NRBF2P3
643236	symbol	TMEM72
643236	synonym	C10orf127
643236	synonym	KSP37
643244	symbol	RDXP1
643246	symbol	MAP1LC3B2
643246	synonym	ATG8G
643253	symbol	CCT6P1
643253	synonym	CCT6-5P
643253	synonym	CCT6AP1
643255	symbol	RARRES2P1
643263	symbol	SSU72P6
643264	symbol	RPL21P106
643264	synonym	RPL21_48_1266
643276	symbol	LOC643276
643284	symbol	RPS29P18
643284	synonym	RPS29_14_993
643300	symbol	HSPD1P1
643300	synonym	HSPD1-2P
643307	symbol	LOC643307
643308	symbol	RPL7P59
643309	symbol	ACTBP1
643310	symbol	ST13P18
643311	symbol	CT47B1
643311	synonym	CT47.13
643311	synonym	CT47A13
643314	symbol	KIAA0754
643327	symbol	LOC643327
643329	symbol	KRT18P57
643332	symbol	ECRP
643336	symbol	CDC42P2
643338	symbol	C15orf62
643339	symbol	LOC643339
643342	symbol	LOC643342
643343	symbol	RPL5P4
643343	synonym	RPL5_1_31
643348	symbol	LOC643348
643353	symbol	SAPCD2P3
643355	symbol	LOC643355
643358	symbol	RPS27AP16
643358	synonym	RPS27A_8_1488
643365	symbol	LINC00452
643365	synonym	LINC00453
643367	symbol	LOC643367
643371	symbol	LOC643371
643373	symbol	LOC643373
643376	symbol	BTBD18
643381	symbol	LOC643381
643382	symbol	TMEM253
643382	synonym	C14orf176
643382	synonym	C14orf95
643382	synonym	NCRNA00220
643384	symbol	UNC93B4
643387	symbol	LOC643387
643394	symbol	SPINK9
643394	synonym	LEKTI2
643401	symbol	LINC01021
643406	symbol	LOC643406
643412	symbol	BTF3P16
643414	symbol	LIPK
643414	synonym	LIPL2
643414	synonym	bA186O14.2
643418	symbol	LIPN
643418	synonym	ARCI8
643418	synonym	LI4
643418	synonym	LIPL4
643418	synonym	bA186O14.3
643421	symbol	TPT1P13
643427	symbol	RBMS2P1
643427	synonym	RBMS2P
643432	symbol	TSG1
643438	symbol	LOC643438
643441	symbol	LOC643441
643445	symbol	TRIM43CP
643446	symbol	RNPS1P1
643447	symbol	KRT8P49
643454	symbol	LOC643454
643459	symbol	DUSP5P2
643470	symbol	SURF6P1
643471	symbol	KRT18P12
643479	symbol	FAM25E
643486	symbol	BRDTP1
643494	symbol	LOC643494
643496	symbol	LOC643496
643499	symbol	RPL11P5
643499	synonym	RPL11_3_1291
643503	symbol	TARDBPP1
643503	synonym	TARDBPL
643503	synonym	bA318P23.1
643507	symbol	RPL7P57
643507	synonym	RPL7_22_1777
643513	symbol	LOC643513
643520	symbol	LOC643520
643529	symbol	LINC00865
643531	symbol	RPL29P26
643531	synonym	RPL29_14_1268
643535	symbol	KCTD9P2
643535	synonym	KCTD9L
643536	symbol	VDAC1P10
643542	symbol	LOC643542
643549	symbol	LOC643549
643550	symbol	RPL12P33
643550	synonym	RPL12_13_1292
643551	symbol	LOC643551
643554	symbol	LOC643554
643562	symbol	LOC643562
643563	symbol	EEF1A1P15
643563	synonym	EEF1AL13
643576	symbol	LOC643576
643582	symbol	AKR1B10P2
643586	symbol	PKMP1
643596	symbol	RNF224
643605	symbol	LOC643605
643609	symbol	NR1H5P
643609	synonym	Fxrb
